Statistic,Month,Industry.Sector.NACE.Rev.2,value
Industrial Turnover Index,2018 January,"Computer, electronic and optical products (26)",
Industrial Turnover Index,2018 January,Electrical equipment (27),91.0
Industrial Turnover Index,2018 January,Machinery and equipment n.e.c. (28),
Industrial Turnover Index,2018 January,"Electricity, gas, steam and air conditioning supply (35)",
Industrial Turnover Index,2018 January,"Energy producing industries (05,06,19,35)",
Industrial Turnover Index,2018 January,Mining and quarrying (05 to 09),75.5
Industrial Turnover Index,2018 January,Transportable goods industries (05 to 33),91.2
Industrial Turnover Index,2018 January,Industries (05 to 35),
Industrial Turnover Index,2018 January,"Traditional sector (05 to 17,181,19,22 to 25,28 to 31,321 to 324,329,33,35)",
Industrial Turnover Index,2018 January,"Food products and beverages (10,11)",
Industrial Turnover Index,2018 January,Manufacturing industries (10 to 33),91.3
Industrial Turnover Index,2018 January,"Tobacco: leather; petroleum; transport equipment; furniture; repair of machinery (12, 15, 19, 29 to 31,33)",96.4
Industrial Turnover Index,2018 January,"Textiles, wearing apparel and leather products (13 to 15)",60.6
Industrial Turnover Index,2018 January,"Paper and paper products, printing and reproduction of recorded media (17,18)",102.2
Industrial Turnover Index,2018 January,"Chemicals and pharmaceuticals (20,21)",
Industrial Turnover Index,2018 January,"Basic metals and fabricated metal products (24,25)",74.6
Industrial Turnover Index,2018 January,"Computer, electronic, optical and electrical equipment (26,27)",
Industrial Turnover Index,2018 January,"Transport equipment (29,30)",129.8
Industrial Turnover Index,2018 January,"Other manufacturing, repair and installation of machinery and equipment (32,33)",
Industrial Turnover Index,2018 January,"Other foods (102 to 104,108)",76.2
Industrial Turnover Index,2018 January,"Grain mill and starch products; prepared animal feeds (106,109)",81.1
Industrial Turnover Index,2018 January,"Modern sector (182,20,21,26,27,325)",
Industrial Turnover Index,2018 January,Capital goods,
Industrial Turnover Index,2018 January,Intermediate goods,
Industrial Turnover Index,2018 January,Consumer goods,
Industrial Turnover Index,2018 January,Durable consumer goods,
Industrial Turnover Index,2018 January,Non-durable consumer goods,
Industrial Turnover Index,2018 February,Food products (10),74.5
Industrial Turnover Index,2018 February,Meat and meat products (101),82.7
Industrial Turnover Index,2018 February,Dairy products (105),46.8
Industrial Turnover Index,2018 February,Bakery and farinaceous products (107),90.2
Industrial Turnover Index,2018 February,Beverages (11),
Industrial Turnover Index,2018 February,"Wood and wood products, except furniture (16)",76.2
Industrial Turnover Index,2018 February,Chemicals and chemical products (20),
Industrial Turnover Index,2018 February,Basic pharmaceutical products and preparations (21),
Industrial Turnover Index,2018 February,Rubber and plastic products (22),71.0
Industrial Turnover Index,2018 February,Other non-metallic mineral products (23),61.3
Industrial Turnover Index,2018 February,"Computer, electronic and optical products (26)",
Industrial Turnover Index,2018 February,Electrical equipment (27),85.3
Industrial Turnover Index,2018 February,Machinery and equipment n.e.c. (28),
Industrial Turnover Index,2018 February,"Electricity, gas, steam and air conditioning supply (35)",
Industrial Turnover Index,2018 February,"Energy producing industries (05,06,19,35)",
Industrial Turnover Index,2018 February,Mining and quarrying (05 to 09),68.7
Industrial Turnover Index,2018 February,Transportable goods industries (05 to 33),69.3
Industrial Turnover Index,2018 February,Industries (05 to 35),
Industrial Turnover Index,2018 February,"Traditional sector (05 to 17,181,19,22 to 25,28 to 31,321 to 324,329,33,35)",
Industrial Turnover Index,2018 February,"Food products and beverages (10,11)",
Industrial Turnover Index,2018 February,Manufacturing industries (10 to 33),69.3
Industrial Turnover Index,2018 February,"Tobacco: leather; petroleum; transport equipment; furniture; repair of machinery (12, 15, 19, 29 to 31,33)",96.4
Industrial Turnover Index,2018 February,"Textiles, wearing apparel and leather products (13 to 15)",67.7
Industrial Turnover Index,2018 February,"Paper and paper products, printing and reproduction of recorded media (17,18)",94.6
Industrial Turnover Index,2018 February,"Chemicals and pharmaceuticals (20,21)",
Industrial Turnover Index,2018 February,"Basic metals and fabricated metal products (24,25)",73.5
Industrial Turnover Index,2018 February,"Computer, electronic, optical and electrical equipment (26,27)",
Industrial Turnover Index,2018 February,"Transport equipment (29,30)",105.9
Industrial Turnover Index,2018 February,"Other manufacturing, repair and installation of machinery and equipment (32,33)",
Industrial Turnover Index,2018 February,"Other foods (102 to 104,108)",81.8
Industrial Turnover Index,2018 February,"Grain mill and starch products; prepared animal feeds (106,109)",75.6
Industrial Turnover Index,2018 February,"Modern sector (182,20,21,26,27,325)",
Industrial Turnover Index,2018 February,Capital goods,
Industrial Turnover Index,2018 February,Intermediate goods,
Industrial Turnover Index,2018 February,Consumer goods,
Industrial Turnover Index,2018 February,Durable consumer goods,
Industrial Turnover Index,2018 February,Non-durable consumer goods,
Industrial Turnover Index,2018 March,Food products (10),85.2
Industrial Turnover Index,2018 March,Meat and meat products (101),92.9
Industrial Turnover Index,2018 March,Dairy products (105),73.2
Industrial Turnover Index,2018 March,Bakery and farinaceous products (107),108.3
Industrial Turnover Index,2018 March,Beverages (11),
Industrial Turnover Index,2018 March,"Wood and wood products, except furniture (16)",88.6
Industrial Turnover Index,2018 March,Chemicals and chemical products (20),
Industrial Turnover Index,2018 March,Basic pharmaceutical products and preparations (21),
Industrial Turnover Index,2018 March,Rubber and plastic products (22),74.8
Industrial Turnover Index,2018 March,Other non-metallic mineral products (23),62.5
Industrial Turnover Index,2018 March,"Computer, electronic and optical products (26)",
Industrial Turnover Index,2018 March,Electrical equipment (27),105.6
Industrial Turnover Index,2018 March,Machinery and equipment n.e.c. (28),
Industrial Turnover Index,2018 March,"Electricity, gas, steam and air conditioning supply (35)",
Industrial Turnover Index,2018 March,"Energy producing industries (05,06,19,35)",
Industrial Turnover Index,2018 March,Mining and quarrying (05 to 09),74.1
Industrial Turnover Index,2018 March,Transportable goods industries (05 to 33),65.4
Industrial Turnover Index,2018 March,Industries (05 to 35),
Industrial Turnover Index,2018 March,"Traditional sector (05 to 17,181,19,22 to 25,28 to 31,321 to 324,329,33,35)",
Industrial Turnover Index,2018 March,"Food products and beverages (10,11)",
Industrial Turnover Index,2018 March,Manufacturing industries (10 to 33),65.3
Industrial Turnover Index,2018 March,"Tobacco: leather; petroleum; transport equipment; furniture; repair of machinery (12, 15, 19, 29 to 31,33)",98.1
Industrial Turnover Index,2018 March,"Textiles, wearing apparel and leather products (13 to 15)",71.2
Industrial Turnover Index,2018 March,"Paper and paper products, printing and reproduction of recorded media (17,18)",91.7
Industrial Turnover Index,2018 March,"Chemicals and pharmaceuticals (20,21)",
Industrial Turnover Index,2018 March,"Basic metals and fabricated metal products (24,25)",75.8
Industrial Turnover Index,2018 March,"Computer, electronic, optical and electrical equipment (26,27)",
Industrial Turnover Index,2018 March,"Transport equipment (29,30)",128.1
Industrial Turnover Index,2018 March,"Other manufacturing, repair and installation of machinery and equipment (32,33)",
Industrial Turnover Index,2018 March,"Other foods (102 to 104,108)",85.2
Industrial Turnover Index,2018 March,"Grain mill and starch products; prepared animal feeds (106,109)",86.5
Industrial Turnover Index,2018 March,"Modern sector (182,20,21,26,27,325)",
Industrial Turnover Index,2018 March,Capital goods,
Industrial Turnover Index,2018 March,Intermediate goods,
Industrial Turnover Index,2018 March,Consumer goods,
Industrial Turnover Index,2018 March,Durable consumer goods,
Industrial Turnover Index,2018 March,Non-durable consumer goods,
Industrial Turnover Index,2018 April,Food products (10),83.8
Industrial Turnover Index,2018 April,Meat and meat products (101),89.4
Industrial Turnover Index,2018 April,Dairy products (105),85.3
Industrial Turnover Index,2018 April,Bakery and farinaceous products (107),109.8
Industrial Turnover Index,2018 April,Beverages (11),
Industrial Turnover Index,2018 April,"Wood and wood products, except furniture (16)",85.2
Industrial Turnover Index,2018 April,Chemicals and chemical products (20),
Industrial Turnover Index,2018 April,Basic pharmaceutical products and preparations (21),
Industrial Turnover Index,2018 April,Rubber and plastic products (22),80.3
Industrial Turnover Index,2018 April,Other non-metallic mineral products (23),67.1
Industrial Turnover Index,2018 April,"Computer, electronic and optical products (26)",
Industrial Turnover Index,2018 April,Electrical equipment (27),90.0
Industrial Turnover Index,2018 April,Machinery and equipment n.e.c. (28),
Industrial Turnover Index,2018 April,"Electricity, gas, steam and air conditioning supply (35)",
Industrial Turnover Index,2018 April,"Energy producing industries (05,06,19,35)",
Industrial Turnover Index,2018 April,Mining and quarrying (05 to 09),56.7
Industrial Turnover Index,2018 April,Transportable goods industries (05 to 33),75.1
Industrial Turnover Index,2018 April,Industries (05 to 35),
Industrial Turnover Index,2018 April,"Traditional sector (05 to 17,181,19,22 to 25,28 to 31,321 to 324,329,33,35)",
Industrial Turnover Index,2018 April,"Food products and beverages (10,11)",
Industrial Turnover Index,2018 April,Manufacturing industries (10 to 33),75.2
Industrial Turnover Index,2018 April,"Tobacco: leather; petroleum; transport equipment; furniture; repair of machinery (12, 15, 19, 29 to 31,33)",103.7
Industrial Turnover Index,2018 April,"Textiles, wearing apparel and leather products (13 to 15)",72.7
Industrial Turnover Index,2018 April,"Paper and paper products, printing and reproduction of recorded media (17,18)",97.8
Industrial Turnover Index,2018 April,"Chemicals and pharmaceuticals (20,21)",
Industrial Turnover Index,2018 April,"Basic metals and fabricated metal products (24,25)",74.9
Industrial Turnover Index,2018 April,"Computer, electronic, optical and electrical equipment (26,27)",
Industrial Turnover Index,2018 April,"Transport equipment (29,30)",115.2
Industrial Turnover Index,2018 April,"Other manufacturing, repair and installation of machinery and equipment (32,33)",
Industrial Turnover Index,2018 April,"Other foods (102 to 104,108)",78.7
Industrial Turnover Index,2018 April,"Grain mill and starch products; prepared animal feeds (106,109)",83.7
Industrial Turnover Index,2018 April,"Modern sector (182,20,21,26,27,325)",
Industrial Turnover Index,2018 April,Capital goods,
Industrial Turnover Index,2018 April,Intermediate goods,
Industrial Turnover Index,2018 April,Consumer goods,
Industrial Turnover Index,2018 April,Durable consumer goods,
Industrial Turnover Index,2018 April,Non-durable consumer goods,
Industrial Turnover Index,2018 May,Food products (10),94.3
Industrial Turnover Index,2018 May,Meat and meat products (101),94.7
Industrial Turnover Index,2018 May,Dairy products (105),99.2
Industrial Turnover Index,2018 May,Bakery and farinaceous products (107),106.5
Industrial Turnover Index,2018 May,Beverages (11),
Industrial Turnover Index,2018 May,"Wood and wood products, except furniture (16)",96.4
Industrial Turnover Index,2018 May,Chemicals and chemical products (20),
Industrial Turnover Index,2018 May,Basic pharmaceutical products and preparations (21),
Industrial Turnover Index,2018 May,Rubber and plastic products (22),95.6
Industrial Turnover Index,2018 May,Other non-metallic mineral products (23),76.2
