,Statistic,Quarter,Eircode.Output,value
475,New Dwelling Completion,2012Q4,F42: Roscommon,5
476,New Dwelling Completion,2012Q4,F45: Castlerea,5
477,New Dwelling Completion,2012Q4,F52: Boyle,2
478,New Dwelling Completion,2012Q4,F56: Ballymote,3
479,New Dwelling Completion,2012Q4,F91: Sligo,9
480,New Dwelling Completion,2012Q4,F92: Letterkenny,32
481,New Dwelling Completion,2012Q4,F93: Lifford,34
482,New Dwelling Completion,2012Q4,F94: Donegal,12
483,New Dwelling Completion,2012Q4,H12: Cavan,10
484,New Dwelling Completion,2012Q4,H14: Belturbet,4
485,New Dwelling Completion,2012Q4,H16: Cootehill,3
486,New Dwelling Completion,2012Q4,H18: Monaghan,11
487,New Dwelling Completion,2012Q4,H23: Clones,1
488,New Dwelling Completion,2012Q4,H53: Ballinasloe,13
489,New Dwelling Completion,2012Q4,H54: Tuam,8
490,New Dwelling Completion,2012Q4,H62: Loughrea,11
491,New Dwelling Completion,2012Q4,H65: Athenry,9
492,New Dwelling Completion,2012Q4,H71: Clifden,1
493,New Dwelling Completion,2012Q4,H91: Galway,53
494,New Dwelling Completion,2012Q4,K32: Balbriggan,8
495,New Dwelling Completion,2012Q4,K34: Skerries,2
496,New Dwelling Completion,2012Q4,K36: Malahide,13
497,New Dwelling Completion,2012Q4,K45: Lusk,3
498,New Dwelling Completion,2012Q4,K56: Rush,2
499,New Dwelling Completion,2012Q4,K67: Swords,14
500,New Dwelling Completion,2012Q4,K78: Lucan,21
501,New Dwelling Completion,2012Q4,N37: Athlone,18
502,New Dwelling Completion,2012Q4,N39: Longford,8
503,New Dwelling Completion,2012Q4,N41: Carrick-on-Shannon,7
504,New Dwelling Completion,2012Q4,N91: Mullingar,11
505,New Dwelling Completion,2012Q4,P12: Macroom,9
506,New Dwelling Completion,2012Q4,P14: Crookstown,0
507,New Dwelling Completion,2012Q4,P17: Kinsale,9
508,New Dwelling Completion,2012Q4,P24: Cobh,0
509,New Dwelling Completion,2012Q4,P25: Midleton,10
510,New Dwelling Completion,2012Q4,P31: Ballincollig,6
511,New Dwelling Completion,2012Q4,P32: Rylane,2
512,New Dwelling Completion,2012Q4,P36: Youghal,4
513,New Dwelling Completion,2012Q4,P43: Carrigaline,9
514,New Dwelling Completion,2012Q4,P47: Dunmanway,5
515,New Dwelling Completion,2012Q4,P51: Mallow,25
516,New Dwelling Completion,2012Q4,P56: Charleville,7
517,New Dwelling Completion,2012Q4,P61: Fermoy,2
518,New Dwelling Completion,2012Q4,P67: Mitchelstown,5
519,New Dwelling Completion,2012Q4,P72: Bandon,7
520,New Dwelling Completion,2012Q4,P75: Bantry,18
521,New Dwelling Completion,2012Q4,P81: Skibbereen,16
522,New Dwelling Completion,2012Q4,P85: Clonakilty,8
523,New Dwelling Completion,2012Q4,R14: Athy,4
524,New Dwelling Completion,2012Q4,R21: Mhuine Bheag,4
525,New Dwelling Completion,2012Q4,R32: Portlaoise,25
526,New Dwelling Completion,2012Q4,R35: Tullamore,11
527,New Dwelling Completion,2012Q4,R42: Birr,8
528,New Dwelling Completion,2012Q4,R45: Edenderry,3
529,New Dwelling Completion,2012Q4,R51: Kildare,2
530,New Dwelling Completion,2012Q4,R56: Curragh,2
531,New Dwelling Completion,2012Q4,R93: Carlow,8
532,New Dwelling Completion,2012Q4,R95: Kilkenny,36
533,New Dwelling Completion,2012Q4,T12: Cork Southside,15
534,New Dwelling Completion,2012Q4,T23: Cork Northside,11
535,New Dwelling Completion,2012Q4,T34: Carrignavar,0
536,New Dwelling Completion,2012Q4,T45: Glanmire,8
537,New Dwelling Completion,2012Q4,T56: Watergrasshill,6
538,New Dwelling Completion,2012Q4,V14: Shannon,3
539,New Dwelling Completion,2012Q4,V15: Kilrush,6
540,New Dwelling Completion,2012Q4,V23: Caherciveen,3
541,New Dwelling Completion,2012Q4,V31: Listowel,7
542,New Dwelling Completion,2012Q4,V35: Kilmallock,15
543,New Dwelling Completion,2012Q4,V42: Newcastle West,3
544,New Dwelling Completion,2012Q4,V92: Tralee,50
545,New Dwelling Completion,2012Q4,V93: Killarney,20
546,New Dwelling Completion,2012Q4,V94: Limerick,93
547,New Dwelling Completion,2012Q4,V95: Ennis,27
548,New Dwelling Completion,2012Q4,W12: Newbridge,2
549,New Dwelling Completion,2012Q4,W23: Celbridge,32
550,New Dwelling Completion,2012Q4,W34: Monasterevin,0
551,New Dwelling Completion,2012Q4,W91: Naas,42
552,New Dwelling Completion,2012Q4,X35: Dungarvan,9
553,New Dwelling Completion,2012Q4,X42: Kilmacthomas,5
554,New Dwelling Completion,2012Q4,X91: Waterford,21
555,New Dwelling Completion,2012Q4,Y14: Arklow,5
556,New Dwelling Completion,2012Q4,Y21: Enniscorthy,29
557,New Dwelling Completion,2012Q4,Y25: Gorey,10
558,New Dwelling Completion,2012Q4,Y34: New Ross,3
559,New Dwelling Completion,2012Q4,Y35: Wexford,17
560,New Dwelling Completion,2013Q1,All,889
561,New Dwelling Completion,2013Q1,A41: Ballyboughal,5
562,New Dwelling Completion,2013Q1,A42: Garristown,1
563,New Dwelling Completion,2013Q1,A45: Oldtown,1
564,New Dwelling Completion,2013Q1,A63: Greystones,7
565,New Dwelling Completion,2013Q1,A67: Wicklow,7
566,New Dwelling Completion,2013Q1,A75: Castleblaney,9
567,New Dwelling Completion,2013Q1,A81: Carrickmacross,3
568,New Dwelling Completion,2013Q1,A82: Kells,7
569,New Dwelling Completion,2013Q1,A83: Enfield,2
570,New Dwelling Completion,2013Q1,A84: Ashbourne,0
571,New Dwelling Completion,2013Q1,A85: Dunshaughlin,2
572,New Dwelling Completion,2013Q1,A86: Dunboyne,1
573,New Dwelling Completion,2013Q1,A91: Dundalk,36
574,New Dwelling Completion,2013Q1,A92: Drogheda,15
575,New Dwelling Completion,2013Q1,A94: Blackrock,3
576,New Dwelling Completion,2013Q1,A96: Glenageary,12
577,New Dwelling Completion,2013Q1,A98: Bray,5
578,New Dwelling Completion,2013Q1,C15: Navan,24
579,New Dwelling Completion,2013Q1,D01: Dublin 1,1
580,New Dwelling Completion,2013Q1,D02: Dublin 2,2
581,New Dwelling Completion,2013Q1,D03: Dublin 3,0
582,New Dwelling Completion,2013Q1,D04: Dublin 4,2
583,New Dwelling Completion,2013Q1,D05: Dublin 5,8
584,New Dwelling Completion,2013Q1,D06: Dublin 6,4
585,New Dwelling Completion,2013Q1,D07: Dublin 7,9
586,New Dwelling Completion,2013Q1,D08: Dublin 8,1
587,New Dwelling Completion,2013Q1,D09: Dublin 9,9
588,New Dwelling Completion,2013Q1,D10: Dublin 10,0
589,New Dwelling Completion,2013Q1,D11: Dublin 11,1
590,New Dwelling Completion,2013Q1,D12: Dublin 12,0
591,New Dwelling Completion,2013Q1,D13: Dublin 13,1
592,New Dwelling Completion,2013Q1,D14: Dublin 14,1
593,New Dwelling Completion,2013Q1,D15: Dublin 15,8
594,New Dwelling Completion,2013Q1,D16: Dublin 16,1
595,New Dwelling Completion,2013Q1,D17: Dublin 17,0
596,New Dwelling Completion,2013Q1,D18: Dublin 18,5
597,New Dwelling Completion,2013Q1,D20: Dublin 20,0
598,New Dwelling Completion,2013Q1,D22: Dublin 22,0
599,New Dwelling Completion,2013Q1,D24: Dublin 24,18
600,New Dwelling Completion,2013Q1,D6W: Dublin 6W,0
601,New Dwelling Completion,2013Q1,E21: Cahir,1
602,New Dwelling Completion,2013Q1,E25: Cashel,1
603,New Dwelling Completion,2013Q1,E32: Carrick-on-Suir,3
604,New Dwelling Completion,2013Q1,E34: Tipperary,3
605,New Dwelling Completion,2013Q1,E41: Thurles,5
606,New Dwelling Completion,2013Q1,E45: Nenagh,7
607,New Dwelling Completion,2013Q1,E53: Roscrea,1
608,New Dwelling Completion,2013Q1,E91: Clonmel,6
609,New Dwelling Completion,2013Q1,F12: Claremorris,10
610,New Dwelling Completion,2013Q1,F23: Castlebar,6
611,New Dwelling Completion,2013Q1,F26: Ballina,14
612,New Dwelling Completion,2013Q1,F28: Westport,7
613,New Dwelling Completion,2013Q1,F31: Ballinrobe,3
614,New Dwelling Completion,2013Q1,F35: Ballyhaunis,0
615,New Dwelling Completion,2013Q1,F42: Roscommon,9
616,New Dwelling Completion,2013Q1,F45: Castlerea,4
617,New Dwelling Completion,2013Q1,F52: Boyle,3
618,New Dwelling Completion,2013Q1,F56: Ballymote,7
619,New Dwelling Completion,2013Q1,F91: Sligo,26
620,New Dwelling Completion,2013Q1,F92: Letterkenny,22
621,New Dwelling Completion,2013Q1,F93: Lifford,15
622,New Dwelling Completion,2013Q1,F94: Donegal,17
623,New Dwelling Completion,2013Q1,H12: Cavan,6
624,New Dwelling Completion,2013Q1,H14: Belturbet,2
625,New Dwelling Completion,2013Q1,H16: Cootehill,3
626,New Dwelling Completion,2013Q1,H18: Monaghan,3
627,New Dwelling Completion,2013Q1,H23: Clones,0
628,New Dwelling Completion,2013Q1,H53: Ballinasloe,14
629,New Dwelling Completion,2013Q1,H54: Tuam,8
630,New Dwelling Completion,2013Q1,H62: Loughrea,7
631,New Dwelling Completion,2013Q1,H65: Athenry,5
632,New Dwelling Completion,2013Q1,H71: Clifden,0
633,New Dwelling Completion,2013Q1,H91: Galway,49
634,New Dwelling Completion,2013Q1,K32: Balbriggan,2
635,New Dwelling Completion,2013Q1,K34: Skerries,2
636,New Dwelling Completion,2013Q1,K36: Malahide,3
637,New Dwelling Completion,2013Q1,K45: Lusk,0
638,New Dwelling Completion,2013Q1,K56: Rush,1
639,New Dwelling Completion,2013Q1,K67: Swords,3
640,New Dwelling Completion,2013Q1,K78: Lucan,10
641,New Dwelling Completion,2013Q1,N37: Athlone,7
642,New Dwelling Completion,2013Q1,N39: Longford,8
643,New Dwelling Completion,2013Q1,N41: Carrick-on-Shannon,4
644,New Dwelling Completion,2013Q1,N91: Mullingar,9
645,New Dwelling Completion,2013Q1,P12: Macroom,3
646,New Dwelling Completion,2013Q1,P14: Crookstown,0
647,New Dwelling Completion,2013Q1,P17: Kinsale,6
648,New Dwelling Completion,2013Q1,P24: Cobh,0
649,New Dwelling Completion,2013Q1,P25: Midleton,4
650,New Dwelling Completion,2013Q1,P31: Ballincollig,6
651,New Dwelling Completion,2013Q1,P32: Rylane,0
652,New Dwelling Completion,2013Q1,P36: Youghal,1
653,New Dwelling Completion,2013Q1,P43: Carrigaline,2
654,New Dwelling Completion,2013Q1,P47: Dunmanway,3
655,New Dwelling Completion,2013Q1,P51: Mallow,20
656,New Dwelling Completion,2013Q1,P56: Charleville,1
657,New Dwelling Completion,2013Q1,P61: Fermoy,3
658,New Dwelling Completion,2013Q1,P67: Mitchelstown,1
659,New Dwelling Completion,2013Q1,P72: Bandon,6
660,New Dwelling Completion,2013Q1,P75: Bantry,9
661,New Dwelling Completion,2013Q1,P81: Skibbereen,4
662,New Dwelling Completion,2013Q1,P85: Clonakilty,8
663,New Dwelling Completion,2013Q1,R14: Athy,4
664,New Dwelling Completion,2013Q1,R21: Mhuine Bheag,2
665,New Dwelling Completion,2013Q1,R32: Portlaoise,12
666,New Dwelling Completion,2013Q1,R35: Tullamore,7
667,New Dwelling Completion,2013Q1,R42: Birr,4
668,New Dwelling Completion,2013Q1,R45: Edenderry,1
669,New Dwelling Completion,2013Q1,R51: Kildare,2
670,New Dwelling Completion,2013Q1,R56: Curragh,1
671,New Dwelling Completion,2013Q1,R93: Carlow,4
672,New Dwelling Completion,2013Q1,R95: Kilkenny,10
673,New Dwelling Completion,2013Q1,T12: Cork Southside,13
674,New Dwelling Completion,2013Q1,T23: Cork Northside,8
675,New Dwelling Completion,2013Q1,T34: Carrignavar,1
676,New Dwelling Completion,2013Q1,T45: Glanmire,8
677,New Dwelling Completion,2013Q1,T56: Watergrasshill,4
678,New Dwelling Completion,2013Q1,V14: Shannon,0
679,New Dwelling Completion,2013Q1,V15: Kilrush,3
680,New Dwelling Completion,2013Q1,V23: Caherciveen,3
681,New Dwelling Completion,2013Q1,V31: Listowel,5
682,New Dwelling Completion,2013Q1,V35: Kilmallock,6
683,New Dwelling Completion,2013Q1,V42: Newcastle West,4
684,New Dwelling Completion,2013Q1,V92: Tralee,17
685,New Dwelling Completion,2013Q1,V93: Killarney,12
686,New Dwelling Completion,2013Q1,V94: Limerick,45
687,New Dwelling Completion,2013Q1,V95: Ennis,15
688,New Dwelling Completion,2013Q1,W12: Newbridge,1
689,New Dwelling Completion,2013Q1,W23: Celbridge,20
690,New Dwelling Completion,2013Q1,W34: Monasterevin,1
691,New Dwelling Completion,2013Q1,W91: Naas,11
692,New Dwelling Completion,2013Q1,X35: Dungarvan,3
693,New Dwelling Completion,2013Q1,X42: Kilmacthomas,2
694,New Dwelling Completion,2013Q1,X91: Waterford,18
695,New Dwelling Completion,2013Q1,Y14: Arklow,7
696,New Dwelling Completion,2013Q1,Y21: Enniscorthy,8
697,New Dwelling Completion,2013Q1,Y25: Gorey,8
698,New Dwelling Completion,2013Q1,Y34: New Ross,5
699,New Dwelling Completion,2013Q1,Y35: Wexford,10
700,New Dwelling Completion,2013Q2,All,1146
701,New Dwelling Completion,2013Q2,A41: Ballyboughal,3
702,New Dwelling Completion,2013Q2,A42: Garristown,0
703,New Dwelling Completion,2013Q2,A45: Oldtown,0
704,New Dwelling Completion,2013Q2,A63: Greystones,13
705,New Dwelling Completion,2013Q2,A67: Wicklow,2
706,New Dwelling Completion,2013Q2,A75: Castleblaney,2
707,New Dwelling Completion,2013Q2,A81: Carrickmacross,2
708,New Dwelling Completion,2013Q2,A82: Kells,13
709,New Dwelling Completion,2013Q2,A83: Enfield,2
710,New Dwelling Completion,2013Q2,A84: Ashbourne,7
711,New Dwelling Completion,2013Q2,A85: Dunshaughlin,2
712,New Dwelling Completion,2013Q2,A86: Dunboyne,1
713,New Dwelling Completion,2013Q2,A91: Dundalk,61
714,New Dwelling Completion,2013Q2,A92: Drogheda,21
715,New Dwelling Completion,2013Q2,A94: Blackrock,0
716,New Dwelling Completion,2013Q2,A96: Glenageary,11
717,New Dwelling Completion,2013Q2,A98: Bray,9
718,New Dwelling Completion,2013Q2,C15: Navan,19
719,New Dwelling Completion,2013Q2,D01: Dublin 1,1
720,New Dwelling Completion,2013Q2,D02: Dublin 2,1
721,New Dwelling Completion,2013Q2,D03: Dublin 3,6
722,New Dwelling Completion,2013Q2,D04: Dublin 4,5
723,New Dwelling Completion,2013Q2,D05: Dublin 5,12
724,New Dwelling Completion,2013Q2,D06: Dublin 6,1
725,New Dwelling Completion,2013Q2,D07: Dublin 7,8
726,New Dwelling Completion,2013Q2,D08: Dublin 8,65
727,New Dwelling Completion,2013Q2,D09: Dublin 9,3
728,New Dwelling Completion,2013Q2,D10: Dublin 10,0
729,New Dwelling Completion,2013Q2,D11: Dublin 11,6
730,New Dwelling Completion,2013Q2,D12: Dublin 12,1
731,New Dwelling Completion,2013Q2,D13: Dublin 13,4
732,New Dwelling Completion,2013Q2,D14: Dublin 14,2
733,New Dwelling Completion,2013Q2,D15: Dublin 15,1
734,New Dwelling Completion,2013Q2,D16: Dublin 16,2
735,New Dwelling Completion,2013Q2,D17: Dublin 17,1
736,New Dwelling Completion,2013Q2,D18: Dublin 18,8
737,New Dwelling Completion,2013Q2,D20: Dublin 20,1
738,New Dwelling Completion,2013Q2,D22: Dublin 22,0
739,New Dwelling Completion,2013Q2,D24: Dublin 24,13
740,New Dwelling Completion,2013Q2,D6W: Dublin 6W,3
741,New Dwelling Completion,2013Q2,E21: Cahir,1
742,New Dwelling Completion,2013Q2,E25: Cashel,1
743,New Dwelling Completion,2013Q2,E32: Carrick-on-Suir,2
744,New Dwelling Completion,2013Q2,E34: Tipperary,5
745,New Dwelling Completion,2013Q2,E41: Thurles,5
746,New Dwelling Completion,2013Q2,E45: Nenagh,10
747,New Dwelling Completion,2013Q2,E53: Roscrea,2
748,New Dwelling Completion,2013Q2,E91: Clonmel,12
749,New Dwelling Completion,2013Q2,F12: Claremorris,16
750,New Dwelling Completion,2013Q2,F23: Castlebar,3
751,New Dwelling Completion,2013Q2,F26: Ballina,17
752,New Dwelling Completion,2013Q2,F28: Westport,9
753,New Dwelling Completion,2013Q2,F31: Ballinrobe,1
754,New Dwelling Completion,2013Q2,F35: Ballyhaunis,1
755,New Dwelling Completion,2013Q2,F42: Roscommon,5
756,New Dwelling Completion,2013Q2,F45: Castlerea,8
757,New Dwelling Completion,2013Q2,F52: Boyle,5
758,New Dwelling Completion,2013Q2,F56: Ballymote,2
759,New Dwelling Completion,2013Q2,F91: Sligo,14
760,New Dwelling Completion,2013Q2,F92: Letterkenny,21
761,New Dwelling Completion,2013Q2,F93: Lifford,20
762,New Dwelling Completion,2013Q2,F94: Donegal,18
763,New Dwelling Completion,2013Q2,H12: Cavan,8
764,New Dwelling Completion,2013Q2,H14: Belturbet,2
765,New Dwelling Completion,2013Q2,H16: Cootehill,0
766,New Dwelling Completion,2013Q2,H18: Monaghan,6
767,New Dwelling Completion,2013Q2,H23: Clones,2
768,New Dwelling Completion,2013Q2,H53: Ballinasloe,16
769,New Dwelling Completion,2013Q2,H54: Tuam,8
770,New Dwelling Completion,2013Q2,H62: Loughrea,2
771,New Dwelling Completion,2013Q2,H65: Athenry,3
772,New Dwelling Completion,2013Q2,H71: Clifden,0
773,New Dwelling Completion,2013Q2,H91: Galway,59
774,New Dwelling Completion,2013Q2,K32: Balbriggan,3
775,New Dwelling Completion,2013Q2,K34: Skerries,4
776,New Dwelling Completion,2013Q2,K36: Malahide,5
777,New Dwelling Completion,2013Q2,K45: Lusk,2
778,New Dwelling Completion,2013Q2,K56: Rush,5
779,New Dwelling Completion,2013Q2,K67: Swords,0
780,New Dwelling Completion,2013Q2,K78: Lucan,7
781,New Dwelling Completion,2013Q2,N37: Athlone,7
782,New Dwelling Completion,2013Q2,N39: Longford,7
783,New Dwelling Completion,2013Q2,N41: Carrick-on-Shannon,6
784,New Dwelling Completion,2013Q2,N91: Mullingar,15
785,New Dwelling Completion,2013Q2,P12: Macroom,3
786,New Dwelling Completion,2013Q2,P14: Crookstown,2
787,New Dwelling Completion,2013Q2,P17: Kinsale,6
788,New Dwelling Completion,2013Q2,P24: Cobh,0
789,New Dwelling Completion,2013Q2,P25: Midleton,5
790,New Dwelling Completion,2013Q2,P31: Ballincollig,5
791,New Dwelling Completion,2013Q2,P32: Rylane,1
792,New Dwelling Completion,2013Q2,P36: Youghal,1
793,New Dwelling Completion,2013Q2,P43: Carrigaline,15
794,New Dwelling Completion,2013Q2,P47: Dunmanway,5
795,New Dwelling Completion,2013Q2,P51: Mallow,24
796,New Dwelling Completion,2013Q2,P56: Charleville,3
797,New Dwelling Completion,2013Q2,P61: Fermoy,4
798,New Dwelling Completion,2013Q2,P67: Mitchelstown,0
799,New Dwelling Completion,2013Q2,P72: Bandon,6
800,New Dwelling Completion,2013Q2,P75: Bantry,5
801,New Dwelling Completion,2013Q2,P81: Skibbereen,6
802,New Dwelling Completion,2013Q2,P85: Clonakilty,7
803,New Dwelling Completion,2013Q2,R14: Athy,3
804,New Dwelling Completion,2013Q2,R21: Mhuine Bheag,2
805,New Dwelling Completion,2013Q2,R32: Portlaoise,21
806,New Dwelling Completion,2013Q2,R35: Tullamore,8
807,New Dwelling Completion,2013Q2,R42: Birr,5
808,New Dwelling Completion,2013Q2,R45: Edenderry,0
809,New Dwelling Completion,2013Q2,R51: Kildare,3
810,New Dwelling Completion,2013Q2,R56: Curragh,2
811,New Dwelling Completion,2013Q2,R93: Carlow,8
812,New Dwelling Completion,2013Q2,R95: Kilkenny,27
813,New Dwelling Completion,2013Q2,T12: Cork Southside,9
814,New Dwelling Completion,2013Q2,T23: Cork Northside,67
815,New Dwelling Completion,2013Q2,T34: Carrignavar,0
816,New Dwelling Completion,2013Q2,T45: Glanmire,1
817,New Dwelling Completion,2013Q2,T56: Watergrasshill,2
818,New Dwelling Completion,2013Q2,V14: Shannon,0
819,New Dwelling Completion,2013Q2,V15: Kilrush,4
820,New Dwelling Completion,2013Q2,V23: Caherciveen,4
821,New Dwelling Completion,2013Q2,V31: Listowel,3
822,New Dwelling Completion,2013Q2,V35: Kilmallock,4
823,New Dwelling Completion,2013Q2,V42: Newcastle West,4
824,New Dwelling Completion,2013Q2,V92: Tralee,16
825,New Dwelling Completion,2013Q2,V93: Killarney,18
826,New Dwelling Completion,2013Q2,V94: Limerick,37
827,New Dwelling Completion,2013Q2,V95: Ennis,19
828,New Dwelling Completion,2013Q2,W12: Newbridge,3
829,New Dwelling Completion,2013Q2,W23: Celbridge,28
830,New Dwelling Completion,2013Q2,W34: Monasterevin,0
831,New Dwelling Completion,2013Q2,W91: Naas,29
832,New Dwelling Completion,2013Q2,X35: Dungarvan,2
833,New Dwelling Completion,2013Q2,X42: Kilmacthomas,3
834,New Dwelling Completion,2013Q2,X91: Waterford,17
835,New Dwelling Completion,2013Q2,Y14: Arklow,4
836,New Dwelling Completion,2013Q2,Y21: Enniscorthy,14
837,New Dwelling Completion,2013Q2,Y25: Gorey,6
838,New Dwelling Completion,2013Q2,Y34: New Ross,8
839,New Dwelling Completion,2013Q2,Y35: Wexford,10
840,New Dwelling Completion,2013Q3,All,1033
841,New Dwelling Completion,2013Q3,A41: Ballyboughal,4
842,New Dwelling Completion,2013Q3,A42: Garristown,2
843,New Dwelling Completion,2013Q3,A45: Oldtown,0
844,New Dwelling Completion,2013Q3,A63: Greystones,11
845,New Dwelling Completion,2013Q3,A67: Wicklow,6
846,New Dwelling Completion,2013Q3,A75: Castleblaney,5
847,New Dwelling Completion,2013Q3,A81: Carrickmacross,5
848,New Dwelling Completion,2013Q3,A82: Kells,8
849,New Dwelling Completion,2013Q3,A83: Enfield,5
850,New Dwelling Completion,2013Q3,A84: Ashbourne,7
851,New Dwelling Completion,2013Q3,A85: Dunshaughlin,1
852,New Dwelling Completion,2013Q3,A86: Dunboyne,0
853,New Dwelling Completion,2013Q3,A91: Dundalk,26
854,New Dwelling Completion,2013Q3,A92: Drogheda,13
855,New Dwelling Completion,2013Q3,A94: Blackrock,4
856,New Dwelling Completion,2013Q3,A96: Glenageary,15
857,New Dwelling Completion,2013Q3,A98: Bray,10
858,New Dwelling Completion,2013Q3,C15: Navan,11
859,New Dwelling Completion,2013Q3,D01: Dublin 1,7
860,New Dwelling Completion,2013Q3,D02: Dublin 2,1
861,New Dwelling Completion,2013Q3,D03: Dublin 3,5
862,New Dwelling Completion,2013Q3,D04: Dublin 4,2
863,New Dwelling Completion,2013Q3,D05: Dublin 5,3
864,New Dwelling Completion,2013Q3,D06: Dublin 6,9
865,New Dwelling Completion,2013Q3,D07: Dublin 7,6
866,New Dwelling Completion,2013Q3,D08: Dublin 8,17
867,New Dwelling Completion,2013Q3,D09: Dublin 9,1
868,New Dwelling Completion,2013Q3,D10: Dublin 10,0
869,New Dwelling Completion,2013Q3,D11: Dublin 11,5
870,New Dwelling Completion,2013Q3,D12: Dublin 12,0
871,New Dwelling Completion,2013Q3,D13: Dublin 13,4
872,New Dwelling Completion,2013Q3,D14: Dublin 14,3
873,New Dwelling Completion,2013Q3,D15: Dublin 15,8
