Statistic,Quarter,NACE.Rev..2.Sector,value
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q2,"Distribution, Transport, Hotels and Restaurants",4278.561679
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q2,Information and Communication,2694.358695
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q2,Financial and Insurance Activities,2513.0631265
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q2,Real Estate Activities,323.7059257
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q2,"Professional, Admin and Support Services",4042.7915753
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q2,"Public Admin, Education and Health",7825.9843004
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q2,"Arts, Entertainment and Other Services",346.3468412
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q2,All Sectors,26818.6226708
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q3,"Agriculture, Forestry and Fishing",292.0019752
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q3,Industry (excl. Construction),4429.8966371
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q3,Industry - of which Manufacturing,3917.8942118
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q3,Construction,1390.3496326
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q3,"Distribution, Transport, Hotels and Restaurants",5748.3795562
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q3,Information and Communication,2607.3771683
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q3,Financial and Insurance Activities,2416.670685
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q3,Real Estate Activities,359.3874917
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q3,"Professional, Admin and Support Services",4452.1594042
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q3,"Public Admin, Education and Health",8264.7034387
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q3,"Arts, Entertainment and Other Services",711.1929423
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q3,All Sectors,30551.3313664
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q4,"Agriculture, Forestry and Fishing",302.8810633
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q4,Industry (excl. Construction),4553.7926165
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q4,Industry - of which Manufacturing,4165.9512965
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q4,Construction,1398.1858299
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q4,"Distribution, Transport, Hotels and Restaurants",5320.3937183
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q4,Information and Communication,2895.3068122
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q4,Financial and Insurance Activities,2357.7770361
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q4,Real Estate Activities,331.9997047
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q4,"Professional, Admin and Support Services",4158.4582606
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q4,"Public Admin, Education and Health",8379.041567
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q4,"Arts, Entertainment and Other Services",464.976929
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q4,All Sectors,30061.5692743
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q1,"Agriculture, Forestry and Fishing",320.8560446
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q1,Industry (excl. Construction),4481.4743691
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q1,Industry - of which Manufacturing,4137.2865872
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q1,Construction,1093.5828387
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q1,"Distribution, Transport, Hotels and Restaurants",4855.8570632
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q1,Information and Communication,2975.9925692
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q1,Financial and Insurance Activities,2413.7720647
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q1,Real Estate Activities,288.4118827
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q1,"Professional, Admin and Support Services",4241.6483957
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q1,"Public Admin, Education and Health",8765.4304625
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q1,"Arts, Entertainment and Other Services",423.0247716
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q1,All Sectors,29799.2281934
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q2,"Agriculture, Forestry and Fishing",327.1156864
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q2,Industry (excl. Construction),4469.0924001
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q2,Industry - of which Manufacturing,4094.3274593
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q2,Construction,1290.3247524
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q2,"Distribution, Transport, Hotels and Restaurants",5378.0306766
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q2,Information and Communication,2935.4342212
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q2,Financial and Insurance Activities,2490.0001362
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q2,Real Estate Activities,359.6912157
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q2,"Professional, Admin and Support Services",4469.8194514
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q2,"Public Admin, Education and Health",9083.7693397
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q2,"Arts, Entertainment and Other Services",576.0256186
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q2,All Sectors,31305.1071534
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q3,"Agriculture, Forestry and Fishing",309.3582352
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q3,Industry (excl. Construction),4176.9462241
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q3,Industry - of which Manufacturing,3690.1235816
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q3,Construction,1455.0947909
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q3,"Distribution, Transport, Hotels and Restaurants",6034.1569476
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q3,Information and Communication,3003.4947025
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q3,Financial and Insurance Activities,2450.8585886
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q3,Real Estate Activities,481.9184446
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q3,"Professional, Admin and Support Services",4717.5270852
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q3,"Public Admin, Education and Health",9000.5624004
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q3,"Arts, Entertainment and Other Services",728.2204477
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q3,All Sectors,32248.0729246
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q4,"Agriculture, Forestry and Fishing",313.7368135
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q4,Industry (excl. Construction),4387.8977378
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q4,Industry - of which Manufacturing,3955.0924463
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q4,Construction,1587.5729122
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q4,"Distribution, Transport, Hotels and Restaurants",5824.59315
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q4,Information and Communication,3525.8836128
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q4,Financial and Insurance Activities,2659.7855295
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q4,Real Estate Activities,412.7955956
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q4,"Professional, Admin and Support Services",4928.7347538
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q4,"Public Admin, Education and Health",9119.7457422
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q4,"Arts, Entertainment and Other Services",723.9595522
Compensation of Employees at Constant Prices (Seasonally Adjusted),2021Q4,All Sectors,33389.8461854
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q1,"Agriculture, Forestry and Fishing",298.8232805
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q1,Industry (excl. Construction),4561.487711
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q1,Industry - of which Manufacturing,4078.4392114
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q1,Construction,1687.6461619
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q1,"Distribution, Transport, Hotels and Restaurants",6112.1317706
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q1,Information and Communication,3598.3370879
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q1,Financial and Insurance Activities,2688.11646
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q1,Real Estate Activities,526.5465195
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q1,"Professional, Admin and Support Services",4844.3416725
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q1,"Public Admin, Education and Health",9351.9875667
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q1,"Arts, Entertainment and Other Services",710.3461861
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q1,All Sectors,34282.4480209
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q2,"Agriculture, Forestry and Fishing",304.4001119
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q2,Industry (excl. Construction),4754.2874323
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q2,Industry - of which Manufacturing,4264.7843772
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q2,Construction,1698.0959306
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q2,"Distribution, Transport, Hotels and Restaurants",6330.8275357
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q2,Information and Communication,3456.6847889
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q2,Financial and Insurance Activities,2639.1774356
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q2,Real Estate Activities,360.8160637
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q2,"Professional, Admin and Support Services",4731.8058529
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q2,"Public Admin, Education and Health",9358.5278611
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q2,"Arts, Entertainment and Other Services",678.2106372
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q2,All Sectors,34261.5535521
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q3,"Agriculture, Forestry and Fishing",270.1057967
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q3,Industry (excl. Construction),4937.6021644
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q3,Industry - of which Manufacturing,4327.2877695
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q3,Construction,1754.9497612
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q3,"Distribution, Transport, Hotels and Restaurants",6084.9423727
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q3,Information and Communication,3390.2834605
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q3,Financial and Insurance Activities,2709.5495588
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q3,Real Estate Activities,363.3115077
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q3,"Professional, Admin and Support Services",4800.474387
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q3,"Public Admin, Education and Health",9563.1501893
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q3,"Arts, Entertainment and Other Services",696.9365705
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q3,All Sectors,34518.4996102
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q4,"Agriculture, Forestry and Fishing",301.7066107
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q4,Industry (excl. Construction),4923.3048952
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q4,Industry - of which Manufacturing,4391.2789758
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q4,Construction,1738.5407192
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q4,"Distribution, Transport, Hotels and Restaurants",6262.6981735
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q4,Information and Communication,3569.4911439
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q4,Financial and Insurance Activities,2798.6288233
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q4,Real Estate Activities,411.4311676
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q4,"Professional, Admin and Support Services",4871.4561353
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q4,"Public Admin, Education and Health",9358.1119134
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q4,"Arts, Entertainment and Other Services",691.4045503
Compensation of Employees at Constant Prices (Seasonally Adjusted),2022Q4,All Sectors,34861.7724644
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q1,"Agriculture, Forestry and Fishing",285.7977325
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q1,Industry (excl. Construction),4910.2960526
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q1,Industry - of which Manufacturing,4419.4482283
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q1,Construction,1708.8639292
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q1,"Distribution, Transport, Hotels and Restaurants",6374.5523251
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q1,Information and Communication,3637.4430345
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q1,Financial and Insurance Activities,2708.3406057
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q1,Real Estate Activities,382.9061257
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q1,"Professional, Admin and Support Services",5106.3793929
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q1,"Public Admin, Education and Health",9711.6012486
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q1,"Arts, Entertainment and Other Services",724.9372255
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q1,All Sectors,35508.7404136
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q2,"Agriculture, Forestry and Fishing",274.2623567
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q2,Industry (excl. Construction),4595.6342092
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q2,Industry - of which Manufacturing,4113.9650642
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q2,Construction,1792.2743092
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q2,"Distribution, Transport, Hotels and Restaurants",6673.6749108
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q2,Information and Communication,3566.2083565
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q2,Financial and Insurance Activities,2742.4621951
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q2,Real Estate Activities,246.9960068
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q2,"Professional, Admin and Support Services",5313.5430212
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q2,"Public Admin, Education and Health",9694.7384635
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q2,"Arts, Entertainment and Other Services",726.5942732
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q2,All Sectors,35644.4777322
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q3,"Agriculture, Forestry and Fishing",353.1161527
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q3,Industry (excl. Construction),4726.1104455
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q3,Industry - of which Manufacturing,4166.8908546
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q3,Construction,1690.3041687
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q3,"Distribution, Transport, Hotels and Restaurants",6519.2528816
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q3,Information and Communication,3681.4241312
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q3,Financial and Insurance Activities,2743.1597988
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q3,Real Estate Activities,329.5917897
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q3,"Professional, Admin and Support Services",5227.9261394
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q3,"Public Admin, Education and Health",9787.7558254
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q3,"Arts, Entertainment and Other Services",747.9491991
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q3,All Sectors,35799.8250427
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q4,"Agriculture, Forestry and Fishing",319.99734
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q4,Industry (excl. Construction),4499.5519218
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q4,Industry - of which Manufacturing,4020.2737998
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q4,Construction,1621.4591827
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q4,"Distribution, Transport, Hotels and Restaurants",6802.2548309
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q4,Information and Communication,3380.8834156
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q4,Financial and Insurance Activities,2657.5905685
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q4,Real Estate Activities,326.5194507
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q4,"Professional, Admin and Support Services",5428.3855192
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q4,"Public Admin, Education and Health",9876.5186705
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q4,"Arts, Entertainment and Other Services",776.8126878
Compensation of Employees at Constant Prices (Seasonally Adjusted),2023Q4,All Sectors,35721.0267079
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q1,"Agriculture, Forestry and Fishing",317.6007315
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q1,Industry (excl. Construction),4793.3044781
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q1,Industry - of which Manufacturing,4207.1943609
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q1,Construction,1731.3025335
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q1,"Distribution, Transport, Hotels and Restaurants",6646.098541
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q1,Information and Communication,3437.3559297
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q1,Financial and Insurance Activities,2735.6849751
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q1,Real Estate Activities,353.043
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q1,"Professional, Admin and Support Services",5727.5807061
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q1,"Public Admin, Education and Health",9982.9677237
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q1,"Arts, Entertainment and Other Services",753.651582
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q1,All Sectors,36478.590201
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q2,"Agriculture, Forestry and Fishing",323.1735069
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q2,Industry (excl. Construction),4809.2197789
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q2,Industry - of which Manufacturing,4172.1720862
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q2,Construction,1732.4308453
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q2,"Distribution, Transport, Hotels and Restaurants",6750.083958
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q2,Information and Communication,3585.3523722
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q2,Financial and Insurance Activities,2713.9817994
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q2,Real Estate Activities,356.716267
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q2,"Professional, Admin and Support Services",5597.4800373
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q2,"Public Admin, Education and Health",9982.5515835
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q2,"Arts, Entertainment and Other Services",677.122454
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q2,All Sectors,36528.1126026
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q3,"Agriculture, Forestry and Fishing",377.0801944
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q3,Industry (excl. Construction),4727.715532
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q3,Industry - of which Manufacturing,4038.062428
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q3,Construction,1767.9338136
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q3,"Distribution, Transport, Hotels and Restaurants",6724.004171
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q3,Information and Communication,3555.9812221
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q3,Financial and Insurance Activities,2775.5400636
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q3,Real Estate Activities,484.335203
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q3,"Professional, Admin and Support Services",5560.7000788
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q3,"Public Admin, Education and Health",10259.1428877
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q3,"Arts, Entertainment and Other Services",707.997861
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q3,All Sectors,36940.4310276
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q4,"Agriculture, Forestry and Fishing",344.8583526
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q4,Industry (excl. Construction),4819.7348594
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q4,Industry - of which Manufacturing,4123.0928422
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q4,Construction,1782.6304728
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q4,"Distribution, Transport, Hotels and Restaurants",6384.868116
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q4,Information and Communication,3654.6482128
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q4,Financial and Insurance Activities,2879.3875552
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q4,Real Estate Activities,452.317372
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q4,"Professional, Admin and Support Services",5423.6111334
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q4,"Public Admin, Education and Health",10329.7007901
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q4,"Arts, Entertainment and Other Services",696.758624
Compensation of Employees at Constant Prices (Seasonally Adjusted),2024Q4,All Sectors,36768.5154887
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q1,"Agriculture, Forestry and Fishing",381.8157659
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q1,Industry (excl. Construction),4693.2097742
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q1,Industry - of which Manufacturing,4025.1457776
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q1,Construction,1745.2903136
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q1,"Distribution, Transport, Hotels and Restaurants",6179.269292
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q1,Information and Communication,3644.8977564
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q1,Financial and Insurance Activities,2949.9949895
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q1,Real Estate Activities,520.337844
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q1,"Professional, Admin and Support Services",5436.1516912
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q1,"Public Admin, Education and Health",10056.7734234
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q1,"Arts, Entertainment and Other Services",725.551263
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q1,All Sectors,36333.2921135
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q2,"Agriculture, Forestry and Fishing",386.8261925
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q2,Industry (excl. Construction),4955.6159281
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q2,Industry - of which Manufacturing,4323.3725374
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q2,Construction,1808.1912584
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q2,"Distribution, Transport, Hotels and Restaurants",6324.806683
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q2,Information and Communication,3902.0595777
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q2,Financial and Insurance Activities,2984.0946161
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q2,Real Estate Activities,356.574469
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q2,"Professional, Admin and Support Services",5874.4737117
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q2,"Public Admin, Education and Health",10377.7431152
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q2,"Arts, Entertainment and Other Services",696.172958
Compensation of Employees at Constant Prices (Seasonally Adjusted),2025Q2,All Sectors,37666.5585101
