Statistic,Quarter,NST.Group,value
Vehicle Kilometres,2018Q4,Secondary raw materials and waste,6
Vehicle Kilometres,2018Q4,Other NST 2007 goods,195
Vehicle Kilometres,2019Q1,All NST 2007 goods,418
Vehicle Kilometres,2019Q1,Products of agriculture forestry and fishing,22
Vehicle Kilometres,2019Q1,Coal and natural gas,3
Vehicle Kilometres,2019Q1,"Quarry products, metal ores and peat",16
Vehicle Kilometres,2019Q1,Foodstuffs,58
Vehicle Kilometres,2019Q1,Textiles and leather,6
Vehicle Kilometres,2019Q1,"Wood, pulp and paper",12
Vehicle Kilometres,2019Q1,Coke and refined petroleum products,12
Vehicle Kilometres,2019Q1,Chemicals and plastics,14
Vehicle Kilometres,2019Q1,Other non-metallic mineral products,23
Vehicle Kilometres,2019Q1,Metal products (except machinery and equipment),8
Vehicle Kilometres,2019Q1,Machinery and equipment,8
Vehicle Kilometres,2019Q1,Furniture and other manufactured goods,17
Vehicle Kilometres,2019Q1,Secondary raw materials and waste,7
Vehicle Kilometres,2019Q1,Other NST 2007 goods,213
Vehicle Kilometres,2019Q2,All NST 2007 goods,450
Vehicle Kilometres,2019Q2,Products of agriculture forestry and fishing,26
Vehicle Kilometres,2019Q2,Coal and natural gas,1
Vehicle Kilometres,2019Q2,"Quarry products, metal ores and peat",18
Vehicle Kilometres,2019Q2,Foodstuffs,76
Vehicle Kilometres,2019Q2,Textiles and leather,4
Vehicle Kilometres,2019Q2,"Wood, pulp and paper",13
Vehicle Kilometres,2019Q2,Coke and refined petroleum products,11
Vehicle Kilometres,2019Q2,Chemicals and plastics,13
Vehicle Kilometres,2019Q2,Other non-metallic mineral products,21
Vehicle Kilometres,2019Q2,Metal products (except machinery and equipment),5
Vehicle Kilometres,2019Q2,Machinery and equipment,8
Vehicle Kilometres,2019Q2,Furniture and other manufactured goods,13
Vehicle Kilometres,2019Q2,Secondary raw materials and waste,11
Vehicle Kilometres,2019Q2,Other NST 2007 goods,229
Vehicle Kilometres,2019Q3,All NST 2007 goods,454
Vehicle Kilometres,2019Q3,Products of agriculture forestry and fishing,19
Vehicle Kilometres,2019Q3,Coal and natural gas,1
Vehicle Kilometres,2019Q3,"Quarry products, metal ores and peat",23
Vehicle Kilometres,2019Q3,Foodstuffs,66
Vehicle Kilometres,2019Q3,Textiles and leather,1
Vehicle Kilometres,2019Q3,"Wood, pulp and paper",14
Vehicle Kilometres,2019Q3,Coke and refined petroleum products,12
Vehicle Kilometres,2019Q3,Chemicals and plastics,14
Vehicle Kilometres,2019Q3,Other non-metallic mineral products,22
Vehicle Kilometres,2019Q3,Metal products (except machinery and equipment),5
Vehicle Kilometres,2019Q3,Machinery and equipment,8
Vehicle Kilometres,2019Q3,Furniture and other manufactured goods,16
Vehicle Kilometres,2019Q3,Secondary raw materials and waste,24
Vehicle Kilometres,2019Q3,Other NST 2007 goods,228
Vehicle Kilometres,2019Q4,All NST 2007 goods,412
Vehicle Kilometres,2019Q4,Products of agriculture forestry and fishing,24
Vehicle Kilometres,2019Q4,Coal and natural gas,3
Vehicle Kilometres,2019Q4,"Quarry products, metal ores and peat",15
Vehicle Kilometres,2019Q4,Foodstuffs,71
Vehicle Kilometres,2019Q4,Textiles and leather,3
Vehicle Kilometres,2019Q4,"Wood, pulp and paper",13
Vehicle Kilometres,2019Q4,Coke and refined petroleum products,11
Vehicle Kilometres,2019Q4,Chemicals and plastics,9
Vehicle Kilometres,2019Q4,Other non-metallic mineral products,19
Vehicle Kilometres,2019Q4,Metal products (except machinery and equipment),4
Vehicle Kilometres,2019Q4,Machinery and equipment,10
Vehicle Kilometres,2019Q4,Furniture and other manufactured goods,9
Vehicle Kilometres,2019Q4,Secondary raw materials and waste,10
Vehicle Kilometres,2019Q4,Other NST 2007 goods,210
Vehicle Kilometres,2020Q1,All NST 2007 goods,405
Vehicle Kilometres,2020Q1,Products of agriculture forestry and fishing,18
Vehicle Kilometres,2020Q1,Coal and natural gas,1
Vehicle Kilometres,2020Q1,"Quarry products, metal ores and peat",15
Vehicle Kilometres,2020Q1,Foodstuffs,68
Vehicle Kilometres,2020Q1,Textiles and leather,5
Vehicle Kilometres,2020Q1,"Wood, pulp and paper",13
Vehicle Kilometres,2020Q1,Coke and refined petroleum products,11
Vehicle Kilometres,2020Q1,Chemicals and plastics,13
Vehicle Kilometres,2020Q1,Other non-metallic mineral products,20
Vehicle Kilometres,2020Q1,Metal products (except machinery and equipment),4
Vehicle Kilometres,2020Q1,Machinery and equipment,10
Vehicle Kilometres,2020Q1,Furniture and other manufactured goods,22
Vehicle Kilometres,2020Q1,Secondary raw materials and waste,10
Vehicle Kilometres,2020Q1,Other NST 2007 goods,195
Vehicle Kilometres,2020Q2,All NST 2007 goods,305
Vehicle Kilometres,2020Q2,Products of agriculture forestry and fishing,19
Vehicle Kilometres,2020Q2,Coal and natural gas,2
Vehicle Kilometres,2020Q2,"Quarry products, metal ores and peat",11
Vehicle Kilometres,2020Q2,Foodstuffs,63
Vehicle Kilometres,2020Q2,Textiles and leather,1
Vehicle Kilometres,2020Q2,"Wood, pulp and paper",8
Vehicle Kilometres,2020Q2,Coke and refined petroleum products,10
Vehicle Kilometres,2020Q2,Chemicals and plastics,10
Vehicle Kilometres,2020Q2,Other non-metallic mineral products,14
Vehicle Kilometres,2020Q2,Metal products (except machinery and equipment),2
Vehicle Kilometres,2020Q2,Machinery and equipment,4
Vehicle Kilometres,2020Q2,Furniture and other manufactured goods,6
Vehicle Kilometres,2020Q2,Secondary raw materials and waste,10
Vehicle Kilometres,2020Q2,Other NST 2007 goods,146
Vehicle Kilometres,2020Q3,All NST 2007 goods,401
Vehicle Kilometres,2020Q3,Products of agriculture forestry and fishing,27
Vehicle Kilometres,2020Q3,Coal and natural gas,1
Vehicle Kilometres,2020Q3,"Quarry products, metal ores and peat",18
Vehicle Kilometres,2020Q3,Foodstuffs,61
Vehicle Kilometres,2020Q3,Textiles and leather,4
Vehicle Kilometres,2020Q3,"Wood, pulp and paper",8
Vehicle Kilometres,2020Q3,Coke and refined petroleum products,13
Vehicle Kilometres,2020Q3,Chemicals and plastics,8
Vehicle Kilometres,2020Q3,Other non-metallic mineral products,21
Vehicle Kilometres,2020Q3,Metal products (except machinery and equipment),3
Vehicle Kilometres,2020Q3,Machinery and equipment,8
Vehicle Kilometres,2020Q3,Furniture and other manufactured goods,21
Vehicle Kilometres,2020Q3,Secondary raw materials and waste,10
Vehicle Kilometres,2020Q3,Other NST 2007 goods,197
Vehicle Kilometres,2020Q4,All NST 2007 goods,377
Vehicle Kilometres,2020Q4,Products of agriculture forestry and fishing,19
Vehicle Kilometres,2020Q4,Coal and natural gas,3
Vehicle Kilometres,2020Q4,"Quarry products, metal ores and peat",15
Vehicle Kilometres,2020Q4,Foodstuffs,67
Vehicle Kilometres,2020Q4,Textiles and leather,1
Vehicle Kilometres,2020Q4,"Wood, pulp and paper",9
Vehicle Kilometres,2020Q4,Coke and refined petroleum products,13
Vehicle Kilometres,2020Q4,Chemicals and plastics,15
Vehicle Kilometres,2020Q4,Other non-metallic mineral products,22
Vehicle Kilometres,2020Q4,Metal products (except machinery and equipment),3
Vehicle Kilometres,2020Q4,Machinery and equipment,2
Vehicle Kilometres,2020Q4,Furniture and other manufactured goods,8
Vehicle Kilometres,2020Q4,Secondary raw materials and waste,9
Vehicle Kilometres,2020Q4,Other NST 2007 goods,191
Vehicle Kilometres,2021Q1,All NST 2007 goods,417
Vehicle Kilometres,2021Q1,Products of agriculture forestry and fishing,22
Vehicle Kilometres,2021Q1,Coal and natural gas,2
Vehicle Kilometres,2021Q1,"Quarry products, metal ores and peat",14
Vehicle Kilometres,2021Q1,Foodstuffs,79
Vehicle Kilometres,2021Q1,Textiles and leather,2
Vehicle Kilometres,2021Q1,"Wood, pulp and paper",7
Vehicle Kilometres,2021Q1,Coke and refined petroleum products,13
Vehicle Kilometres,2021Q1,Chemicals and plastics,11
Vehicle Kilometres,2021Q1,Other non-metallic mineral products,19
Vehicle Kilometres,2021Q1,Metal products (except machinery and equipment),5
Vehicle Kilometres,2021Q1,Machinery and equipment,13
Vehicle Kilometres,2021Q1,Furniture and other manufactured goods,9
Vehicle Kilometres,2021Q1,Secondary raw materials and waste,11
Vehicle Kilometres,2021Q1,Other NST 2007 goods,209
Vehicle Kilometres,2021Q2,All NST 2007 goods,428
Vehicle Kilometres,2021Q2,Products of agriculture forestry and fishing,28
Vehicle Kilometres,2021Q2,Coal and natural gas,1
Vehicle Kilometres,2021Q2,"Quarry products, metal ores and peat",21
Vehicle Kilometres,2021Q2,Foodstuffs,60
Vehicle Kilometres,2021Q2,Textiles and leather,1
Vehicle Kilometres,2021Q2,"Wood, pulp and paper",17
Vehicle Kilometres,2021Q2,Coke and refined petroleum products,11
Vehicle Kilometres,2021Q2,Chemicals and plastics,10
Vehicle Kilometres,2021Q2,Other non-metallic mineral products,23
Vehicle Kilometres,2021Q2,Metal products (except machinery and equipment),12
Vehicle Kilometres,2021Q2,Machinery and equipment,6
Vehicle Kilometres,2021Q2,Furniture and other manufactured goods,6
Vehicle Kilometres,2021Q2,Secondary raw materials and waste,16
Vehicle Kilometres,2021Q2,Other NST 2007 goods,215
Vehicle Kilometres,2021Q3,All NST 2007 goods,455
Vehicle Kilometres,2021Q3,Products of agriculture forestry and fishing,24
Vehicle Kilometres,2021Q3,Coal and natural gas,1
Vehicle Kilometres,2021Q3,"Quarry products, metal ores and peat",23
Vehicle Kilometres,2021Q3,Foodstuffs,81
Vehicle Kilometres,2021Q3,Textiles and leather,6
Vehicle Kilometres,2021Q3,"Wood, pulp and paper",19
Vehicle Kilometres,2021Q3,Coke and refined petroleum products,12
Vehicle Kilometres,2021Q3,Chemicals and plastics,14
Vehicle Kilometres,2021Q3,Other non-metallic mineral products,25
Vehicle Kilometres,2021Q3,Metal products (except machinery and equipment),7
Vehicle Kilometres,2021Q3,Machinery and equipment,10
Vehicle Kilometres,2021Q3,Furniture and other manufactured goods,11
Vehicle Kilometres,2021Q3,Secondary raw materials and waste,8
Vehicle Kilometres,2021Q3,Other NST 2007 goods,214
Vehicle Kilometres,2021Q4,All NST 2007 goods,387
Vehicle Kilometres,2021Q4,Products of agriculture forestry and fishing,14
Vehicle Kilometres,2021Q4,Coal and natural gas,1
Vehicle Kilometres,2021Q4,"Quarry products, metal ores and peat",21
Vehicle Kilometres,2021Q4,Foodstuffs,66
Vehicle Kilometres,2021Q4,Textiles and leather,3
Vehicle Kilometres,2021Q4,"Wood, pulp and paper",9
Vehicle Kilometres,2021Q4,Coke and refined petroleum products,11
Vehicle Kilometres,2021Q4,Chemicals and plastics,6
Vehicle Kilometres,2021Q4,Other non-metallic mineral products,17
Vehicle Kilometres,2021Q4,Metal products (except machinery and equipment),9
Vehicle Kilometres,2021Q4,Machinery and equipment,8
Vehicle Kilometres,2021Q4,Furniture and other manufactured goods,14
Vehicle Kilometres,2021Q4,Secondary raw materials and waste,8
Vehicle Kilometres,2021Q4,Other NST 2007 goods,199
Vehicle Kilometres,2022Q1,All NST 2007 goods,468
Vehicle Kilometres,2022Q1,Products of agriculture forestry and fishing,19
Vehicle Kilometres,2022Q1,Coal and natural gas,2
Vehicle Kilometres,2022Q1,"Quarry products, metal ores and peat",22
Vehicle Kilometres,2022Q1,Foodstuffs,73
Vehicle Kilometres,2022Q1,Textiles and leather,3
Vehicle Kilometres,2022Q1,"Wood, pulp and paper",8
Vehicle Kilometres,2022Q1,Coke and refined petroleum products,13
Vehicle Kilometres,2022Q1,Chemicals and plastics,15
Vehicle Kilometres,2022Q1,Other non-metallic mineral products,21
Vehicle Kilometres,2022Q1,Metal products (except machinery and equipment),5
Vehicle Kilometres,2022Q1,Machinery and equipment,18
Vehicle Kilometres,2022Q1,Furniture and other manufactured goods,7
Vehicle Kilometres,2022Q1,Secondary raw materials and waste,8
Vehicle Kilometres,2022Q1,Other NST 2007 goods,253
Vehicle Kilometres,2022Q2,All NST 2007 goods,464
Vehicle Kilometres,2022Q2,Products of agriculture forestry and fishing,37
Vehicle Kilometres,2022Q2,Coal and natural gas,2
Vehicle Kilometres,2022Q2,"Quarry products, metal ores and peat",21
Vehicle Kilometres,2022Q2,Foodstuffs,79
Vehicle Kilometres,2022Q2,Textiles and leather,4
Vehicle Kilometres,2022Q2,"Wood, pulp and paper",12
Vehicle Kilometres,2022Q2,Coke and refined petroleum products,7
Vehicle Kilometres,2022Q2,Chemicals and plastics,16
Vehicle Kilometres,2022Q2,Other non-metallic mineral products,28
Vehicle Kilometres,2022Q2,Metal products (except machinery and equipment),7
Vehicle Kilometres,2022Q2,Machinery and equipment,15
Vehicle Kilometres,2022Q2,Furniture and other manufactured goods,11
Vehicle Kilometres,2022Q2,Secondary raw materials and waste,11
Vehicle Kilometres,2022Q2,Other NST 2007 goods,213
Vehicle Kilometres,2022Q3,All NST 2007 goods,422
Vehicle Kilometres,2022Q3,Products of agriculture forestry and fishing,26
Vehicle Kilometres,2022Q3,Coal and natural gas,2
Vehicle Kilometres,2022Q3,"Quarry products, metal ores and peat",20
Vehicle Kilometres,2022Q3,Foodstuffs,74
Vehicle Kilometres,2022Q3,Textiles and leather,4
Vehicle Kilometres,2022Q3,"Wood, pulp and paper",9
Vehicle Kilometres,2022Q3,Coke and refined petroleum products,8
Vehicle Kilometres,2022Q3,Chemicals and plastics,7
Vehicle Kilometres,2022Q3,Other non-metallic mineral products,25
Vehicle Kilometres,2022Q3,Metal products (except machinery and equipment),6
Vehicle Kilometres,2022Q3,Machinery and equipment,12
Vehicle Kilometres,2022Q3,Furniture and other manufactured goods,10
Vehicle Kilometres,2022Q3,Secondary raw materials and waste,10
Vehicle Kilometres,2022Q3,Other NST 2007 goods,208
Vehicle Kilometres,2022Q4,All NST 2007 goods,433
Vehicle Kilometres,2022Q4,Products of agriculture forestry and fishing,19
Vehicle Kilometres,2022Q4,Coal and natural gas,1
Vehicle Kilometres,2022Q4,"Quarry products, metal ores and peat",22
Vehicle Kilometres,2022Q4,Foodstuffs,80
Vehicle Kilometres,2022Q4,Textiles and leather,1
Vehicle Kilometres,2022Q4,"Wood, pulp and paper",12
Vehicle Kilometres,2022Q4,Coke and refined petroleum products,14
Vehicle Kilometres,2022Q4,Chemicals and plastics,13
Vehicle Kilometres,2022Q4,Other non-metallic mineral products,20
Vehicle Kilometres,2022Q4,Metal products (except machinery and equipment),9
Vehicle Kilometres,2022Q4,Machinery and equipment,10
Vehicle Kilometres,2022Q4,Furniture and other manufactured goods,8
Vehicle Kilometres,2022Q4,Secondary raw materials and waste,6
Vehicle Kilometres,2022Q4,Other NST 2007 goods,218
Vehicle Kilometres,2023Q1,All NST 2007 goods,441
Vehicle Kilometres,2023Q1,Products of agriculture forestry and fishing,49
Vehicle Kilometres,2023Q1,Coal and natural gas,2
Vehicle Kilometres,2023Q1,"Quarry products, metal ores and peat",20
Vehicle Kilometres,2023Q1,Foodstuffs,60
Vehicle Kilometres,2023Q1,Textiles and leather,6
Vehicle Kilometres,2023Q1,"Wood, pulp and paper",10
Vehicle Kilometres,2023Q1,Coke and refined petroleum products,12
Vehicle Kilometres,2023Q1,Chemicals and plastics,6
Vehicle Kilometres,2023Q1,Other non-metallic mineral products,25
Vehicle Kilometres,2023Q1,Metal products (except machinery and equipment),6
Vehicle Kilometres,2023Q1,Machinery and equipment,8
Vehicle Kilometres,2023Q1,Furniture and other manufactured goods,10
Vehicle Kilometres,2023Q1,Secondary raw materials and waste,8
Vehicle Kilometres,2023Q1,Other NST 2007 goods,218
Vehicle Kilometres,2023Q2,All NST 2007 goods,453
Vehicle Kilometres,2023Q2,Products of agriculture forestry and fishing,33
Vehicle Kilometres,2023Q2,Coal and natural gas,1
Vehicle Kilometres,2023Q2,"Quarry products, metal ores and peat",26
Vehicle Kilometres,2023Q2,Foodstuffs,62
Vehicle Kilometres,2023Q2,Textiles and leather,4
Vehicle Kilometres,2023Q2,"Wood, pulp and paper",13
Vehicle Kilometres,2023Q2,Coke and refined petroleum products,15
Vehicle Kilometres,2023Q2,Chemicals and plastics,13
Vehicle Kilometres,2023Q2,Other non-metallic mineral products,25
Vehicle Kilometres,2023Q2,Metal products (except machinery and equipment),3
Vehicle Kilometres,2023Q2,Machinery and equipment,12
Vehicle Kilometres,2023Q2,Furniture and other manufactured goods,9
Vehicle Kilometres,2023Q2,Secondary raw materials and waste,10
Vehicle Kilometres,2023Q2,Other NST 2007 goods,228
