Statistic,Month,NACE.Rev.2.Sector,value
Percentage Change over 1 month for Services Index,2023 August,"Food Service Activities (561, 562)",-2.8
Percentage Change over 1 month for Services Index,2023 August,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",3.0
Percentage Change over 1 month for Services Index,2023 September,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),-4.5
Percentage Change over 1 month for Services Index,2023 September,Transportation & Storage (H),-0.3
Percentage Change over 1 month for Services Index,2023 September,Accommodation & Food Service Activities (I),-7.4
Percentage Change over 1 month for Services Index,2023 September,Information & Communication (J),8.9
Percentage Change over 1 month for Services Index,2023 September,"Professional, Scientific & Technical Activities (M)",0.8
Percentage Change over 1 month for Services Index,2023 September,Administrative & Support Service Activities (N (excl. 7735)),2.1
Percentage Change over 1 month for Services Index,2023 September,"Other Service Activities (L, 92, 93, 95, 96)",2.2
Percentage Change over 1 month for Services Index,2023 September,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",3.5
Percentage Change over 1 month for Services Index,2023 September,Wholesale Trade (46),-5.3
Percentage Change over 1 month for Services Index,2023 September,Accommodation (55),-11.2
Percentage Change over 1 month for Services Index,2023 September,"Food Service Activities (561, 562)",-6.0
Percentage Change over 1 month for Services Index,2023 September,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",-1.9
Percentage Change over 1 month for Services Index,2023 October,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),0.6
Percentage Change over 1 month for Services Index,2023 October,Transportation & Storage (H),-10.6
Percentage Change over 1 month for Services Index,2023 October,Accommodation & Food Service Activities (I),-4.4
Percentage Change over 1 month for Services Index,2023 October,Information & Communication (J),-6.0
Percentage Change over 1 month for Services Index,2023 October,"Professional, Scientific & Technical Activities (M)",6.8
Percentage Change over 1 month for Services Index,2023 October,Administrative & Support Service Activities (N (excl. 7735)),7.4
Percentage Change over 1 month for Services Index,2023 October,"Other Service Activities (L, 92, 93, 95, 96)",4.8
Percentage Change over 1 month for Services Index,2023 October,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",-2.4
Percentage Change over 1 month for Services Index,2023 October,Wholesale Trade (46),3.3
Percentage Change over 1 month for Services Index,2023 October,Accommodation (55),-12.2
Percentage Change over 1 month for Services Index,2023 October,"Food Service Activities (561, 562)",-0.5
Percentage Change over 1 month for Services Index,2023 October,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",1.6
Percentage Change over 1 month for Services Index,2023 November,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),9.6
Percentage Change over 1 month for Services Index,2023 November,Transportation & Storage (H),-5.4
Percentage Change over 1 month for Services Index,2023 November,Accommodation & Food Service Activities (I),-7.1
Percentage Change over 1 month for Services Index,2023 November,Information & Communication (J),5.6
Percentage Change over 1 month for Services Index,2023 November,"Professional, Scientific & Technical Activities (M)",-3.3
Percentage Change over 1 month for Services Index,2023 November,Administrative & Support Service Activities (N (excl. 7735)),2.9
Percentage Change over 1 month for Services Index,2023 November,"Other Service Activities (L, 92, 93, 95, 96)",1.7
Percentage Change over 1 month for Services Index,2023 November,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",3.6
Percentage Change over 1 month for Services Index,2023 November,Wholesale Trade (46),3.0
Percentage Change over 1 month for Services Index,2023 November,Accommodation (55),-13.3
Percentage Change over 1 month for Services Index,2023 November,"Food Service Activities (561, 562)",-7.5
Percentage Change over 1 month for Services Index,2023 November,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",1.5
Percentage Change over 1 month for Services Index,2023 December,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),0.8
Percentage Change over 1 month for Services Index,2023 December,Transportation & Storage (H),2.3
Percentage Change over 1 month for Services Index,2023 December,Accommodation & Food Service Activities (I),14.4
Percentage Change over 1 month for Services Index,2023 December,Information & Communication (J),21.1
Percentage Change over 1 month for Services Index,2023 December,"Professional, Scientific & Technical Activities (M)",9.6
Percentage Change over 1 month for Services Index,2023 December,Administrative & Support Service Activities (N (excl. 7735)),9.1
Percentage Change over 1 month for Services Index,2023 December,"Other Service Activities (L, 92, 93, 95, 96)",8.5
Percentage Change over 1 month for Services Index,2023 December,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",13.9
Percentage Change over 1 month for Services Index,2023 December,Wholesale Trade (46),-9.3
Percentage Change over 1 month for Services Index,2023 December,Accommodation (55),11.7
Percentage Change over 1 month for Services Index,2023 December,"Food Service Activities (561, 562)",10.2
Percentage Change over 1 month for Services Index,2023 December,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",6.2
Percentage Change over 1 month for Services Index,2024 January,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),-9.0
Percentage Change over 1 month for Services Index,2024 January,Transportation & Storage (H),-10.5
Percentage Change over 1 month for Services Index,2024 January,Accommodation & Food Service Activities (I),-31.2
Percentage Change over 1 month for Services Index,2024 January,Information & Communication (J),-22.7
Percentage Change over 1 month for Services Index,2024 January,"Professional, Scientific & Technical Activities (M)",-16.5
Percentage Change over 1 month for Services Index,2024 January,Administrative & Support Service Activities (N (excl. 7735)),6.4
Percentage Change over 1 month for Services Index,2024 January,"Other Service Activities (L, 92, 93, 95, 96)",-4.8
Percentage Change over 1 month for Services Index,2024 January,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",-17.8
Percentage Change over 1 month for Services Index,2024 January,Wholesale Trade (46),-0.1
Percentage Change over 1 month for Services Index,2024 January,Accommodation (55),-27.9
Percentage Change over 1 month for Services Index,2024 January,"Food Service Activities (561, 562)",-18.3
Percentage Change over 1 month for Services Index,2024 January,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",-11.6
Percentage Change over 1 month for Services Index,2024 February,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),4.6
Percentage Change over 1 month for Services Index,2024 February,Transportation & Storage (H),-0.6
Percentage Change over 1 month for Services Index,2024 February,Accommodation & Food Service Activities (I),23.4
Percentage Change over 1 month for Services Index,2024 February,Information & Communication (J),1.0
Percentage Change over 1 month for Services Index,2024 February,"Professional, Scientific & Technical Activities (M)",4.7
Percentage Change over 1 month for Services Index,2024 February,Administrative & Support Service Activities (N (excl. 7735)),-23.7
Percentage Change over 1 month for Services Index,2024 February,"Other Service Activities (L, 92, 93, 95, 96)",-0.5
Percentage Change over 1 month for Services Index,2024 February,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",1.3
Percentage Change over 1 month for Services Index,2024 February,Wholesale Trade (46),9.1
Percentage Change over 1 month for Services Index,2024 February,Accommodation (55),11.0
Percentage Change over 1 month for Services Index,2024 February,"Food Service Activities (561, 562)",7.0
Percentage Change over 1 month for Services Index,2024 February,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",1.5
Percentage Change over 1 month for Services Index,2024 March,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),-0.4
Percentage Change over 1 month for Services Index,2024 March,Transportation & Storage (H),22.6
Percentage Change over 1 month for Services Index,2024 March,Accommodation & Food Service Activities (I),16.4
Percentage Change over 1 month for Services Index,2024 March,Information & Communication (J),9.5
Percentage Change over 1 month for Services Index,2024 March,"Professional, Scientific & Technical Activities (M)",5.1
Percentage Change over 1 month for Services Index,2024 March,Administrative & Support Service Activities (N (excl. 7735)),13.6
Percentage Change over 1 month for Services Index,2024 March,"Other Service Activities (L, 92, 93, 95, 96)",9.1
Percentage Change over 1 month for Services Index,2024 March,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",8.2
Percentage Change over 1 month for Services Index,2024 March,Wholesale Trade (46),-0.3
Percentage Change over 1 month for Services Index,2024 March,Accommodation (55),20.1
Percentage Change over 1 month for Services Index,2024 March,"Food Service Activities (561, 562)",11.4
Percentage Change over 1 month for Services Index,2024 March,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",6.8
Percentage Change over 1 month for Services Index,2024 April,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),-6.2
Percentage Change over 1 month for Services Index,2024 April,Transportation & Storage (H),-5.9
Percentage Change over 1 month for Services Index,2024 April,Accommodation & Food Service Activities (I),-10.7
Percentage Change over 1 month for Services Index,2024 April,Information & Communication (J),-0.9
Percentage Change over 1 month for Services Index,2024 April,"Professional, Scientific & Technical Activities (M)",1.3
Percentage Change over 1 month for Services Index,2024 April,Administrative & Support Service Activities (N (excl. 7735)),1.2
Percentage Change over 1 month for Services Index,2024 April,"Other Service Activities (L, 92, 93, 95, 96)",5.2
Percentage Change over 1 month for Services Index,2024 April,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",-1.9
Percentage Change over 1 month for Services Index,2024 April,Wholesale Trade (46),-8.5
Percentage Change over 1 month for Services Index,2024 April,Accommodation (55),0.9
Percentage Change over 1 month for Services Index,2024 April,"Food Service Activities (561, 562)",-2.8
Percentage Change over 1 month for Services Index,2024 April,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",-2.9
Percentage Change over 1 month for Services Index,2024 May,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),8.6
Percentage Change over 1 month for Services Index,2024 May,Transportation & Storage (H),15.3
Percentage Change over 1 month for Services Index,2024 May,Accommodation & Food Service Activities (I),23.6
Percentage Change over 1 month for Services Index,2024 May,Information & Communication (J),4.8
Percentage Change over 1 month for Services Index,2024 May,"Professional, Scientific & Technical Activities (M)",-1.8
Percentage Change over 1 month for Services Index,2024 May,Administrative & Support Service Activities (N (excl. 7735)),-3.2
