Statistic,Month,Sex,Age.Group,Last.Held.Occupation,value
Persons on the Live Register,2010 January,Female,All ages,No occupation,4140
Persons on the Live Register,2010 February,Both sexes,Under 25 years,All broad occupational groups,85120
Persons on the Live Register,2010 February,Both sexes,Under 25 years,Managers and administrators,1036
Persons on the Live Register,2010 February,Both sexes,Under 25 years,Professional,2689
Persons on the Live Register,2010 February,Both sexes,Under 25 years,Associate professional and technical,1706
Persons on the Live Register,2010 February,Both sexes,Under 25 years,Clerical and secretarial,5853
Persons on the Live Register,2010 February,Both sexes,Under 25 years,Craft and related,22096
Persons on the Live Register,2010 February,Both sexes,Under 25 years,Personal and protective services,11177
Persons on the Live Register,2010 February,Both sexes,Under 25 years,Sales,13932
Persons on the Live Register,2010 February,Both sexes,Under 25 years,Plant and machine operatives,11436
Persons on the Live Register,2010 February,Both sexes,Under 25 years,Other broad occupational groups,9566
Persons on the Live Register,2010 February,Both sexes,Under 25 years,No occupation,5629
Persons on the Live Register,2010 February,Both sexes,25 years and over,All broad occupational groups,351836
Persons on the Live Register,2010 February,Both sexes,25 years and over,Managers and administrators,17206
Persons on the Live Register,2010 February,Both sexes,25 years and over,Professional,22020
Persons on the Live Register,2010 February,Both sexes,25 years and over,Associate professional and technical,11291
Persons on the Live Register,2010 February,Both sexes,25 years and over,Clerical and secretarial,37721
Persons on the Live Register,2010 February,Both sexes,25 years and over,Craft and related,96910
Persons on the Live Register,2010 February,Both sexes,25 years and over,Personal and protective services,36660
Persons on the Live Register,2010 February,Both sexes,25 years and over,Sales,28599
Persons on the Live Register,2010 February,Both sexes,25 years and over,Plant and machine operatives,59011
Persons on the Live Register,2010 February,Both sexes,25 years and over,Other broad occupational groups,35940
Persons on the Live Register,2010 February,Both sexes,25 years and over,No occupation,6478
Persons on the Live Register,2010 February,Both sexes,All ages,All broad occupational groups,436956
Persons on the Live Register,2010 February,Both sexes,All ages,Managers and administrators,18242
Persons on the Live Register,2010 February,Both sexes,All ages,Professional,24709
Persons on the Live Register,2010 February,Both sexes,All ages,Associate professional and technical,12997
Persons on the Live Register,2010 February,Both sexes,All ages,Clerical and secretarial,43574
Persons on the Live Register,2010 February,Both sexes,All ages,Craft and related,119006
Persons on the Live Register,2010 February,Both sexes,All ages,Personal and protective services,47837
Persons on the Live Register,2010 February,Both sexes,All ages,Sales,42531
Persons on the Live Register,2010 February,Both sexes,All ages,Plant and machine operatives,70447
Persons on the Live Register,2010 February,Both sexes,All ages,Other broad occupational groups,45506
Persons on the Live Register,2010 February,Both sexes,All ages,No occupation,12107
Persons on the Live Register,2010 February,Male,Under 25 years,All broad occupational groups,54611
Persons on the Live Register,2010 February,Male,Under 25 years,Managers and administrators,589
Persons on the Live Register,2010 February,Male,Under 25 years,Professional,1454
Persons on the Live Register,2010 February,Male,Under 25 years,Associate professional and technical,1017
Persons on the Live Register,2010 February,Male,Under 25 years,Clerical and secretarial,2155
Persons on the Live Register,2010 February,Male,Under 25 years,Craft and related,20784
Persons on the Live Register,2010 February,Male,Under 25 years,Personal and protective services,3395
Persons on the Live Register,2010 February,Male,Under 25 years,Sales,5347
Persons on the Live Register,2010 February,Male,Under 25 years,Plant and machine operatives,8690
Persons on the Live Register,2010 February,Male,Under 25 years,Other broad occupational groups,7614
Persons on the Live Register,2010 February,Male,Under 25 years,No occupation,3566
Persons on the Live Register,2010 February,Male,25 years and over,All broad occupational groups,236256
Persons on the Live Register,2010 February,Male,25 years and over,Managers and administrators,10368
Persons on the Live Register,2010 February,Male,25 years and over,Professional,11566
Persons on the Live Register,2010 February,Male,25 years and over,Associate professional and technical,6738
Persons on the Live Register,2010 February,Male,25 years and over,Clerical and secretarial,9532
Persons on the Live Register,2010 February,Male,25 years and over,Craft and related,91260
Persons on the Live Register,2010 February,Male,25 years and over,Personal and protective services,14123
Persons on the Live Register,2010 February,Male,25 years and over,Sales,10535
Persons on the Live Register,2010 February,Male,25 years and over,Plant and machine operatives,46856
Persons on the Live Register,2010 February,Male,25 years and over,Other broad occupational groups,30898
Persons on the Live Register,2010 February,Male,25 years and over,No occupation,4380
Persons on the Live Register,2010 February,Male,All ages,All broad occupational groups,290867
Persons on the Live Register,2010 February,Male,All ages,Managers and administrators,10957
Persons on the Live Register,2010 February,Male,All ages,Professional,13020
Persons on the Live Register,2010 February,Male,All ages,Associate professional and technical,7755
Persons on the Live Register,2010 February,Male,All ages,Clerical and secretarial,11687
Persons on the Live Register,2010 February,Male,All ages,Craft and related,112044
Persons on the Live Register,2010 February,Male,All ages,Personal and protective services,17518
Persons on the Live Register,2010 February,Male,All ages,Sales,15882
Persons on the Live Register,2010 February,Male,All ages,Plant and machine operatives,55546
Persons on the Live Register,2010 February,Male,All ages,Other broad occupational groups,38512
Persons on the Live Register,2010 February,Male,All ages,No occupation,7946
Persons on the Live Register,2010 February,Female,Under 25 years,All broad occupational groups,30509
Persons on the Live Register,2010 February,Female,Under 25 years,Managers and administrators,447
Persons on the Live Register,2010 February,Female,Under 25 years,Professional,1235
Persons on the Live Register,2010 February,Female,Under 25 years,Associate professional and technical,689
Persons on the Live Register,2010 February,Female,Under 25 years,Clerical and secretarial,3698
Persons on the Live Register,2010 February,Female,Under 25 years,Craft and related,1312
Persons on the Live Register,2010 February,Female,Under 25 years,Personal and protective services,7782
Persons on the Live Register,2010 February,Female,Under 25 years,Sales,8585
Persons on the Live Register,2010 February,Female,Under 25 years,Plant and machine operatives,2746
Persons on the Live Register,2010 February,Female,Under 25 years,Other broad occupational groups,1952
Persons on the Live Register,2010 February,Female,Under 25 years,No occupation,2063
Persons on the Live Register,2010 February,Female,25 years and over,All broad occupational groups,115580
Persons on the Live Register,2010 February,Female,25 years and over,Managers and administrators,6838
Persons on the Live Register,2010 February,Female,25 years and over,Professional,10454
Persons on the Live Register,2010 February,Female,25 years and over,Associate professional and technical,4553
Persons on the Live Register,2010 February,Female,25 years and over,Clerical and secretarial,28189
