,Statistic,Month,State,value
3281,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1973 November,State,-33844
3282,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1973 December,State,-16988
3283,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1974 January,State,-26865
3284,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1974 February,State,-42314
3285,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1974 March,State,-61313
3286,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1974 April,State,-66048
3287,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1974 May,State,-70802
3288,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1974 June,State,-65276
3289,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1974 July,State,-61491
3290,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1974 August,State,-72890
3291,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1974 September,State,-65789
3292,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1974 October,State,-51650
3293,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1974 November,State,-27946
3294,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1974 December,State,-23517
3295,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1975 January,State,-25928
3296,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1975 February,State,-44118
3297,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1975 March,State,-26367
3298,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1975 April,State,-27902
3299,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1975 May,State,-24574
3300,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1975 June,State,-35588
3301,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1975 July,State,-23464
3302,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1975 August,State,-17480
3303,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1975 September,State,-19827
3304,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1975 October,State,923
3305,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1975 November,State,-40067
3306,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1975 December,State,-59111
3307,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1976 January,State,-43481
3308,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1976 February,State,-62580
3309,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1976 March,State,-67609
3310,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1976 April,State,-33076
3311,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1976 May,State,-38561
3312,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1976 June,State,-51741
3313,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1976 July,State,-54522
3314,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1976 August,State,-60726
3315,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1976 September,State,-52258
3316,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1976 October,State,-27838
3317,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1976 November,State,-70187
3318,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1976 December,State,-64259
3319,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1977 January,State,-86454
3320,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1977 February,State,-74366
3321,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1977 March,State,-68416
3322,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1977 April,State,-68235
3323,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1977 May,State,-55996
3324,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1977 June,State,-64041
3325,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1977 July,State,-53559
3326,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1977 August,State,-40635
3327,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1977 September,State,-69163
3328,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1977 October,State,-70570
3329,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1977 November,State,-45204
3330,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1977 December,State,-55440
3331,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1978 January,State,-26820
3332,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1978 February,State,-74246
3333,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1978 March,State,-28778
3334,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1978 April,State,-57263
3335,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1978 May,State,-115669
3336,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1978 June,State,-104215
3337,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1978 July,State,-89965
3338,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1978 August,State,-118475
3339,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1978 September,State,-89662
3340,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1978 October,State,-110502
3341,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1978 November,State,-93324
3342,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1978 December,State,-47008
3343,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1979 January,State,-120691
3344,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1979 February,State,-92105
3345,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1979 March,State,-134811
3346,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1979 April,State,-141413
3347,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1979 May,State,-143449
3348,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1979 June,State,-228980
3349,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1979 July,State,-100574
3350,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1979 August,State,-190409
3351,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1979 September,State,-180259
3352,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1979 October,State,-182573
3353,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1979 November,State,-124793
3354,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1979 December,State,-56194
3355,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1980 January,State,-166021
3356,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1980 February,State,-175664
3357,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1980 March,State,-117091
3358,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1980 April,State,-113185
3359,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1980 May,State,-165861
3360,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1980 June,State,-107365
3361,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1980 July,State,-130951
3362,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1980 August,State,-115666
3363,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1980 September,State,-123574
3364,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1980 October,State,-99344
3365,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1980 November,State,-200103
3366,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1980 December,State,-173486
3367,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1981 January,State,-148380
3368,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1981 February,State,-187230
3369,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1981 March,State,-180085
3370,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1981 April,State,-211461
3371,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1981 May,State,-172868
3372,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1981 June,State,-217030
3373,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1981 July,State,-294081
3374,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1981 August,State,-161880
3375,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1981 September,State,-249753
3376,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1981 October,State,-189275
3377,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1981 November,State,-183680
3378,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1981 December,State,-95253
3379,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1982 January,State,-207463
3380,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1982 February,State,-143164
3381,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1982 March,State,-179032
3382,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1982 April,State,-163156
3383,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1982 May,State,-102940
3384,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1982 June,State,-96368
3385,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1982 July,State,-114602
3386,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1982 August,State,-132143
3387,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1982 September,State,-69221
3388,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1982 October,State,-62599
3389,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1982 November,State,-70592
3390,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1982 December,State,-99541
3391,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1983 January,State,-74742
3392,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1983 February,State,-46456
3393,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1983 March,State,-117452
3394,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1983 April,State,5841
3395,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1983 May,State,-71201
3396,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1983 June,State,-56165
3397,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1983 July,State,-11923
3398,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1983 August,State,-45085
3399,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1983 September,State,-37231
3400,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1983 October,State,-45050
3401,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1983 November,State,-48366
3402,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1983 December,State,-2714
3403,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1984 January,State,3251
3404,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1984 February,State,-78253
3405,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1984 March,State,-30036
3406,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1984 April,State,65566
3407,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1984 May,State,24615
3408,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1984 June,State,18532
3409,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1984 July,State,82341
3410,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1984 August,State,-229954
3411,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1984 September,State,41642
3412,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1984 October,State,-6461
3413,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1984 November,State,10776
3414,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1984 December,State,74301
3415,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1985 January,State,9905
3416,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1985 February,State,82875
3417,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1985 March,State,64997
3418,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1985 April,State,-29144
3419,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1985 May,State,12371
3420,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1985 June,State,90261
3421,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1985 July,State,36585
3422,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1985 August,State,31869
3423,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1985 September,State,24630
3424,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1985 October,State,20960
3425,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1985 November,State,77284
3426,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1985 December,State,4707
3427,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1986 January,State,81393
3428,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1986 February,State,62923
3429,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1986 March,State,157703
3430,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1986 April,State,-6825
3431,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1986 May,State,127180
3432,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1986 June,State,19296
3433,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1986 July,State,59226
3434,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1986 August,State,126634
3435,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1986 September,State,63924
3436,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1986 October,State,66349
3437,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1986 November,State,166085
3438,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1986 December,State,56969
3439,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1987 January,State,165564
3440,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1987 February,State,87631
3441,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1987 March,State,69378
3442,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1987 April,State,133972
3443,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1987 May,State,228053
3444,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1987 June,State,131584
3445,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1987 July,State,133349
3446,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1987 August,State,160419
3447,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1987 September,State,175103
3448,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1987 October,State,233650
3449,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1987 November,State,266530
3450,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1987 December,State,198699
3451,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1988 January,State,253087
3452,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1988 February,State,229215
3453,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1988 March,State,127807
3454,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1988 April,State,224336
3455,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1988 May,State,226581
3456,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1988 June,State,225234
3457,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1988 July,State,276909
3458,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1988 August,State,229149
3459,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1988 September,State,211090
3460,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1988 October,State,237856
3461,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1988 November,State,191135
3462,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1988 December,State,194677
3463,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1989 January,State,247034
3464,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1989 February,State,199951
3465,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1989 March,State,217393
3466,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1989 April,State,292485
3467,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1989 May,State,251002
3468,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1989 June,State,178937
3469,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1989 July,State,238951
3470,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1989 August,State,222566
3471,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1989 September,State,333422
3472,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1989 October,State,187282
3473,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1989 November,State,292263
3474,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1989 December,State,263090
3475,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1990 January,State,267679
3476,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1990 February,State,190855
3477,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1990 March,State,373369
3478,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1990 April,State,275590
3479,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1990 May,State,191100
3480,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1990 June,State,204111
3481,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1990 July,State,205093
3482,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1990 August,State,45831
3483,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1990 September,State,113582
3484,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1990 October,State,126459
3485,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1990 November,State,146622
3486,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1990 December,State,247210
3487,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1991 January,State,210842
3488,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1991 February,State,110696
3489,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1991 March,State,186068
3490,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1991 April,State,167433
3491,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1991 May,State,185659
3492,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1991 June,State,237012
3493,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1991 July,State,177278
3494,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1991 August,State,262697
3495,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1991 September,State,302292
3496,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1991 October,State,326570
3497,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1991 November,State,301711
3498,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1991 December,State,294004
3499,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1992 January,State,398210
3500,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1992 February,State,381211
3501,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1992 March,State,309151
3502,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1992 April,State,308937
3503,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1992 May,State,575191
3504,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1992 June,State,341750
3505,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1992 July,State,400607
3506,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1992 August,State,374045
3507,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1992 September,State,325775
3508,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1992 October,State,363838
3509,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1992 November,State,389825
3510,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1992 December,State,316026
3511,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1993 January,State,386794
3512,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1993 February,State,295536
3513,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1993 March,State,621184
3514,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1993 April,State,560996
3515,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1993 May,State,499351
3516,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1993 June,State,577121
3517,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1993 July,State,492002
3518,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1993 August,State,513519
3519,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1993 September,State,426011
3520,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1993 October,State,595438
3521,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1993 November,State,629182
3522,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1993 December,State,636789
3523,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1994 January,State,482481
3524,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1994 February,State,451555
3525,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1994 March,State,594758
3526,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1994 April,State,500921
3527,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1994 May,State,532693
3528,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1994 June,State,556487
3529,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1994 July,State,548813
3530,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1994 August,State,618003
3531,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1994 September,State,678623
3532,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1994 October,State,581679
3533,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1994 November,State,691032
3534,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1994 December,State,669108
3535,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1995 January,State,743625
3536,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1995 February,State,659859
3537,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1995 March,State,764686
3538,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1995 April,State,770204
3539,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1995 May,State,845775
3540,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1995 June,State,646948
3541,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1995 July,State,802020
3542,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1995 August,State,712220
3543,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1995 September,State,763509
3544,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1995 October,State,999677
3545,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1995 November,State,678351
3546,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1995 December,State,753964
3547,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1996 January,State,1030272
3548,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1996 February,State,940402
3549,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1996 March,State,721925
3550,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1996 April,State,664860
3551,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1996 May,State,939420
3552,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1996 June,State,826848
3553,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1996 July,State,888773
3554,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1996 August,State,657036
3555,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1996 September,State,884144
3556,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1996 October,State,875288
3557,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1996 November,State,820106
3558,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1996 December,State,948541
3559,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1997 January,State,1022994
3560,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1997 February,State,788318
3561,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1997 March,State,896005
3562,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1997 April,State,793837
3563,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1997 May,State,822000
3564,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1997 June,State,1132162
3565,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1997 July,State,918555
3566,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1997 August,State,1046669
3567,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1997 September,State,1130064
3568,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1997 October,State,1046995
3569,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1997 November,State,1117848
3570,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1997 December,State,1230355
3571,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1998 January,State,1158364
3572,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1998 February,State,1153968
3573,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1998 March,State,1407185
3574,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1998 April,State,1475808
3575,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1998 May,State,1223806
3576,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1998 June,State,1474015
3577,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1998 July,State,1568260
3578,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1998 August,State,1614480
3579,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1998 September,State,1596120
3580,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1998 October,State,1418497
3581,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1998 November,State,2071340
3582,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1998 December,State,1472937
3583,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1999 January,State,1670324
3584,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1999 February,State,1859418
3585,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1999 March,State,1523615
3586,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1999 April,State,1743833
3587,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1999 May,State,1992962
3588,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1999 June,State,1542939
3589,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1999 July,State,2055640
3590,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1999 August,State,1955342
3591,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1999 September,State,1993984
3592,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1999 October,State,1871825
3593,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1999 November,State,1966826
3594,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),1999 December,State,2462140
3595,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2000 January,State,1283500
3596,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2000 February,State,2250900
3597,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2000 March,State,2413500
3598,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2000 April,State,2183600
3599,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2000 May,State,2124400
3600,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2000 June,State,2390100
3601,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2000 July,State,2140300
3602,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2000 August,State,2571800
3603,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2000 September,State,2414000
3604,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2000 October,State,2894800
3605,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2000 November,State,2999000
3606,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2000 December,State,3031700
3607,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2001 January,State,3099100
3608,Trade Surplus (Exports minus Imports) (Seasonally Adjusted),2001 February,State,2632700
